battle_id,pokemon_a_level,pokemon_a_type,pokemon_a_attack,pokemon_b_level,pokemon_b_type,pokemon_b_hp,opp1_level,opp2_level,used_spread_move,move_name,damage_to_opp1,damage_to_opp2,spillover_damage,pokemon_b_hp_remaining,pokemon_b_fainted,partner_vulnerable,battle_won,coordination,win_prob
452,43,Fire,86,46,Psychic,149,37,59,1,Bulldoze,71.5,48.0,45.1,104,0,0.6,1,43.5,0.4966
453,54,Fire,116,35,Psychic,148,39,53,1,Bulldoze,97.7,86.1,54.4,94,0,0.6,1,59.2,0.5683
454,48,Water,90,29,Fire,152,62,31,1,Surf,76.0,68.3,111.6,40,0,1.5,1,56.7,0.3209
455,40,Fire,79,47,Flying,173,48,49,1,Bulldoze,30.8,67.7,34.6,138,0,0.6,0,54.0,0.4829
456,38,Electric,77,44,Flying,191,54,55,1,Discharge,62.6,64.4,31.5,160,0,0.6,0,56.1,0.4564
457,25,Normal,71,60,Fire,209,58,20,0,Body Slam,49.0,0.0,0.0,209,0,0.6,0,31.1,0.5683
458,37,Electric,82,45,Grass,179,59,41,1,Discharge,51.2,62.2,32.8,146,0,0.6,1,32.7,0.4698
459,49,Electric,106,42,Grass,170,48,47,1,Discharge,92.9,93.0,58.4,112,0,0.6,0,76.4,0.5598
460,38,Electric,55,51,Water,181,53,67,0,Body Slam,58.1,0.0,0.0,181,0,2.0,1,45.7,0.4429
461,36,Water,63,43,Flying,166,43,32,0,Flamethrower,37.1,0.0,0.0,166,0,0.6,0,42.0,0.5351
462,38,Water,78,36,Flying,146,42,48,1,Surf,68.8,73.7,17.1,129,0,0.6,1,43.2,0.5428
463,31,Fire,72,39,Grass,156,52,33,0,Ice Beam,75.5,0.0,0.0,156,0,0.6,0,45.7,0.5006
464,48,Fire,89,51,Flying,176,33,51,1,Bulldoze,59.8,90.0,41.2,135,0,0.6,1,52.6,0.6358
465,31,Water,89,56,Water,187,53,49,1,Surf,48.1,53.7,41.0,146,0,0.6,0,39.6,0.4524
466,34,Electric,87,53,Flying,172,56,29,1,Discharge,50.9,82.8,46.0,126,0,0.6,0,43.0,0.5433
467,37,Normal,91,36,Fire,151,52,34,1,Bulldoze,75.3,67.4,46.6,104,0,0.6,1,53.2,0.4794
468,32,Normal,76,32,Grass,185,65,49,1,Bulldoze,61.5,48.3,30.8,154,0,0.6,0,58.9,0.3343
469,50,Ground,98,36,Grass,153,34,60,1,Earthquake,91.6,83.1,103.4,50,0,1.5,0,52.7,0.4133
470,35,Normal,100,61,Psychic,174,31,36,0,Thunderbolt,98.8,0.0,0.0,174,0,0.6,1,55.4,0.7128
471,37,Electric,80,52,Grass,212,53,47,0,Flamethrower,117.9,0.0,0.0,212,0,0.6,0,69.9,0.5913
472,34,Electric,71,51,Grass,180,31,55,0,Psychic,70.9,0.0,0.0,180,0,0.6,1,47.0,0.5657
473,48,Electric,94,37,Grass,146,60,21,0,Psychic,88.5,0.0,0.0,146,0,0.6,1,32.4,0.6053
474,34,Normal,76,39,Water,166,38,45,1,Bulldoze,54.8,64.6,30.7,135,0,0.6,1,53.4,0.5012
475,69,Normal,83,54,Water,170,47,26,0,Psychic,106.2,0.0,0.0,170,0,0.6,1,41.9,0.8015
476,38,Ground,87,78,Psychic,247,15,43,0,Flamethrower,118.5,0.0,0.0,247,0,1.5,0,50.3,0.8238
477,33,Ground,58,49,Flying,175,47,50,0,Flamethrower,60.4,0.0,0.0,175,0,0.0,0,46.1,0.4968
478,46,Electric,98,46,Fire,176,51,50,1,Discharge,56.9,53.9,31.8,144,0,0.6,0,34.7,0.5152
479,45,Water,74,48,Psychic,145,28,36,0,Body Slam,89.1,0.0,0.0,145,0,0.6,1,26.7,0.6996
480,61,Ground,104,47,Flying,201,43,40,0,Flamethrower,82.6,0.0,0.0,201,0,0.0,0,83.4,0.6959
481,21,Water,71,53,Water,171,36,43,1,Surf,49.7,65.1,44.4,127,0,0.6,1,32.5,0.4813
482,52,Fire,89,28,Grass,125,34,45,1,Bulldoze,56.9,67.2,34.5,90,0,0.6,0,80.5,0.5475
483,40,Normal,85,28,Grass,137,37,29,1,Bulldoze,67.4,63.4,48.9,88,0,0.6,1,65.1,0.5087
484,33,Water,61,43,Water,193,48,21,0,Thunderbolt,48.0,0.0,0.0,193,0,0.6,1,48.9,0.556
485,49,Electric,102,62,Psychic,171,38,48,1,Discharge,94.9,69.0,49.8,121,0,0.6,1,60.8,0.6795
486,38,Water,62,56,Grass,193,62,51,1,Surf,51.6,15.2,24.6,168,0,0.6,0,50.0,0.4435
487,41,Water,73,56,Grass,190,54,41,1,Surf,61.8,42.8,22.1,168,0,0.6,1,52.4,0.5786
488,60,Normal,88,49,Psychic,175,54,37,0,Flamethrower,76.3,0.0,0.0,175,0,0.6,1,60.7,0.6674
489,54,Electric,100,40,Psychic,173,44,51,1,Discharge,52.1,78.7,52.5,120,0,0.6,0,51.6,0.521
490,44,Water,69,45,Psychic,172,40,61,1,Surf,37.7,65.0,38.0,134,0,0.6,0,58.3,0.4746
491,41,Ground,78,28,Fire,166,50,38,0,Psychic,82.9,0.0,0.0,166,0,1.5,0,26.2,0.4936
492,55,Fire,116,36,Flying,148,58,24,0,Thunderbolt,129.0,0.0,0.0,148,0,0.6,1,48.0,0.6759
493,53,Ground,84,46,Psychic,157,55,47,1,Earthquake,73.3,44.7,91.0,66,0,1.5,0,60.7,0.4085
494,48,Electric,85,40,Water,170,43,50,0,Psychic,76.2,0.0,0.0,170,0,2.0,0,28.2,0.5612
495,46,Electric,90,55,Water,202,48,54,1,Discharge,74.4,81.9,137.9,64,0,2.0,1,52.8,0.3526
496,40,Water,83,43,Flying,178,41,52,1,Surf,82.8,80.2,29.6,148,0,0.6,0,52.0,0.5705
497,41,Fire,85,56,Grass,204,55,34,0,Thunderbolt,66.9,0.0,0.0,204,0,0.6,0,61.4,0.6081
498,66,Ground,108,50,Water,155,41,55,0,Ice Beam,119.5,0.0,0.0,155,0,1.5,1,55.8,0.7266
499,42,Water,87,36,Water,150,33,30,0,Body Slam,116.5,0.0,0.0,150,0,0.6,1,69.6,0.6676
500,52,Electric,93,53,Grass,192,34,61,1,Discharge,85.5,61.4,38.7,153,0,0.6,0,32.3,0.6277
501,33,Electric,70,50,Grass,194,42,46,0,Flamethrower,44.3,0.0,0.0,194,0,0.6,0,12.5,0.5154
502,28,Electric,97,49,Fire,159,51,55,1,Discharge,63.4,63.7,44.5,114,0,0.6,0,49.9,0.4111
503,50,Electric,90,37,Grass,168,42,54,1,Discharge,69.3,60.3,48.5,120,0,0.6,0,41.3,0.4908
504,48,Normal,88,67,Water,207,49,57,0,Thunderbolt,84.7,0.0,0.0,207,0,0.6,0,28.3,0.6533
505,43,Electric,96,57,Water,208,45,42,0,Thunderbolt,87.8,0.0,0.0,208,0,2.0,1,41.7,0.6534
506,37,Ground,63,29,Grass,130,41,47,1,Earthquake,49.7,42.9,87.3,43,0,1.5,0,60.5,0.287
507,51,Electric,113,35,Grass,136,52,40,0,Psychic,122.2,0.0,0.0,136,0,0.6,0,34.1,0.6109
508,48,Electric,90,56,Flying,175,33,49,0,Body Slam,78.8,0.0,0.0,175,0,0.6,1,0.0,0.6779
509,51,Fire,91,46,Psychic,134,58,38,0,Ice Beam,83.3,0.0,0.0,134,0,0.6,1,49.0,0.6026
510,36,Fire,91,24,Fire,131,37,48,1,Bulldoze,75.3,71.0,39.0,92,0,0.6,1,39.3,0.4419
511,26,Fire,80,52,Grass,194,46,47,0,Body Slam,95.8,0.0,0.0,194,0,0.6,1,55.5,0.5359
512,42,Water,75,37,Grass,147,64,54,0,Psychic,82.7,0.0,0.0,147,0,0.6,1,39.9,0.4313
513,30,Water,77,53,Flying,175,47,35,0,Thunderbolt,64.3,0.0,0.0,175,0,0.6,0,83.7,0.5625
514,56,Water,109,60,Water,199,44,52,0,Thunderbolt,121.3,0.0,0.0,199,0,0.6,0,51.1,0.7284
515,30,Ground,60,50,Fire,164,38,31,1,Earthquake,24.5,50.9,61.7,102,0,1.5,1,26.4,0.4564
516,36,Fire,93,45,Psychic,179,41,60,0,Psychic,71.4,0.0,0.0,179,0,0.6,1,68.7,0.4905
517,47,Normal,88,58,Flying,178,52,69,0,Thunderbolt,69.9,0.0,0.0,178,0,0.6,0,37.1,0.5336
518,42,Fire,91,56,Psychic,203,43,63,0,Ice Beam,103.8,0.0,0.0,203,0,0.6,0,45.1,0.596
519,40,Electric,67,43,Grass,148,50,30,0,Flamethrower,61.1,0.0,0.0,148,0,0.6,0,68.6,0.566
520,39,Electric,78,29,Water,135,42,37,1,Discharge,72.0,70.9,122.3,13,0,2.0,0,56.5,0.3029
521,36,Electric,71,20,Psychic,107,45,34,1,Discharge,59.0,33.9,48.2,59,0,0.6,1,59.3,0.3584
522,38,Ground,77,46,Fire,173,23,62,0,Body Slam,85.2,0.0,0.0,173,0,1.5,1,68.5,0.582
523,55,Water,103,40,Fire,163,64,55,1,Surf,93.8,62.5,115.7,47,0,1.5,0,54.2,0.3185
524,46,Electric,95,53,Grass,199,41,51,1,Discharge,70.8,64.8,42.3,157,0,0.6,0,54.9,0.5878
525,43,Fire,85,42,Flying,150,30,58,0,Thunderbolt,77.4,0.0,0.0,150,0,0.6,1,54.7,0.5664
526,42,Ground,80,47,Grass,162,59,47,1,Earthquake,65.6,66.2,84.9,77,0,1.5,1,44.1,0.3775
527,37,Normal,92,36,Flying,164,52,51,0,Thunderbolt,69.4,0.0,0.0,164,0,0.6,1,15.9,0.4408
528,60,Fire,102,36,Flying,137,29,50,0,Flamethrower,116.9,0.0,0.0,137,0,0.6,1,45.9,0.6941
529,31,Electric,72,38,Grass,156,43,61,0,Thunderbolt,52.3,0.0,0.0,156,0,0.6,1,23.4,0.3969
530,50,Water,90,54,Fire,187,52,34,0,Psychic,85.6,0.0,0.0,187,0,1.5,1,16.6,0.6722
531,53,Electric,95,66,Water,224,34,61,0,Flamethrower,105.2,0.0,0.0,224,0,2.0,1,40.5,0.7273
532,42,Ground,73,43,Psychic,166,42,62,0,Body Slam,89.8,0.0,0.0,166,0,1.5,1,69.2,0.5222
533,44,Fire,88,39,Water,168,57,40,1,Bulldoze,58.9,59.0,49.6,118,0,0.6,0,45.4,0.4498
534,47,Water,108,54,Psychic,175,46,37,0,Ice Beam,131.4,0.0,0.0,175,0,0.6,0,66.9,0.7175
535,45,Water,75,40,Flying,168,57,41,1,Surf,55.7,58.4,29.3,139,0,0.6,1,59.0,0.5019
536,49,Water,80,20,Fire,104,38,32,0,Body Slam,76.6,0.0,0.0,104,0,1.5,1,48.0,0.553
537,37,Electric,80,45,Fire,166,33,40,1,Discharge,72.0,50.6,30.9,135,0,0.6,1,39.4,0.5864
538,38,Electric,76,45,Fire,186,47,53,0,Thunderbolt,87.5,0.0,0.0,186,0,0.6,1,60.6,0.5244
539,55,Normal,106,45,Grass,166,43,43,1,Bulldoze,88.4,51.4,42.2,124,0,0.6,1,60.0,0.6194
540,35,Ground,76,52,Water,191,53,52,1,Earthquake,78.8,56.0,93.4,98,0,1.5,0,36.7,0.3555
541,35,Water,89,44,Fire,173,48,44,0,Flamethrower,64.7,0.0,0.0,173,0,1.5,1,63.6,0.5059
542,34,Electric,76,42,Water,149,41,52,0,Thunderbolt,64.0,0.0,0.0,149,0,2.0,1,60.6,0.4863
543,52,Normal,81,60,Flying,193,35,65,0,Ice Beam,78.0,0.0,0.0,193,0,0.6,0,59.5,0.6525
544,55,Fire,92,35,Grass,133,50,39,1,Bulldoze,86.2,49.1,45.4,88,0,0.6,0,39.7,0.5467
545,22,Electric,77,48,Flying,152,68,54,0,Thunderbolt,81.7,0.0,0.0,152,0,0.6,1,63.7,0.3725
546,38,Electric,72,54,Grass,192,39,34,0,Ice Beam,77.6,0.0,0.0,192,0,0.6,0,58.9,0.6532
547,54,Ground,112,39,Fire,132,42,58,1,Earthquake,83.8,75.8,139.7,0,1,1.5,0,32.0,0.2038
548,60,Ground,95,35,Fire,177,44,29,0,Body Slam,90.8,0.0,0.0,177,0,1.5,1,94.6,0.6811
549,65,Ground,104,46,Flying,162,51,45,0,Thunderbolt,111.2,0.0,0.0,162,0,0.0,0,36.2,0.6976
550,32,Water,82,64,Flying,189,31,45,0,Psychic,86.5,0.0,0.0,189,0,0.6,1,36.7,0.671
551,65,Fire,105,47,Flying,189,36,31,0,Psychic,113.9,0.0,0.0,189,0,0.6,1,60.8,0.7866
552,22,Normal,76,54,Fire,189,37,35,0,Body Slam,57.8,0.0,0.0,189,0,0.6,0,60.5,0.557
553,47,Water,96,51,Grass,195,58,50,0,Psychic,82.3,0.0,0.0,195,0,0.6,0,54.4,0.5625
554,49,Normal,84,35,Water,136,65,38,0,Flamethrower,76.1,0.0,0.0,136,0,0.6,1,38.1,0.5039
555,46,Fire,92,40,Fire,160,37,29,1,Bulldoze,68.5,76.5,47.1,113,0,0.6,1,37.3,0.6187
556,52,Fire,91,40,Psychic,163,37,39,1,Bulldoze,65.5,83.3,31.3,132,0,0.6,1,32.3,0.6527
557,36,Fire,77,40,Fire,174,51,56,0,Psychic,76.1,0.0,0.0,174,0,0.6,1,58.8,0.4491
558,49,Electric,105,37,Grass,161,44,55,1,Discharge,71.4,71.6,43.4,118,0,0.6,1,44.3,0.504
559,32,Normal,61,53,Water,171,48,55,0,Thunderbolt,61.6,0.0,0.0,171,0,0.6,0,71.5,0.4908
560,51,Ground,69,50,Grass,183,51,51,1,Earthquake,43.0,62.9,74.4,109,0,1.5,0,33.4,0.4441
561,44,Fire,84,55,Flying,183,37,42,1,Bulldoze,77.7,81.3,31.1,152,0,0.6,1,73.7,0.6855
562,46,Ground,83,44,Psychic,191,52,36,1,Earthquake,72.9,61.5,90.9,100,0,1.5,0,56.1,0.4361
563,42,Fire,78,33,Fire,144,51,36,1,Bulldoze,71.5,68.2,40.5,104,0,0.6,1,56.0,0.4971
564,35,Normal,78,45,Water,173,50,47,0,Flamethrower,97.1,0.0,0.0,173,0,0.6,1,44.1,0.5326
565,48,Ground,105,43,Fire,185,27,26,1,Earthquake,93.3,95.4,118.1,67,0,1.5,1,59.7,0.5714
566,47,Ground,94,43,Fire,173,22,39,1,Earthquake,48.2,63.2,111.4,62,0,1.5,0,36.7,0.4571
567,35,Water,86,43,Psychic,180,33,48,0,Body Slam,91.7,0.0,0.0,180,0,0.6,1,70.7,0.5753
568,54,Normal,85,52,Grass,175,32,57,0,Body Slam,67.1,0.0,0.0,175,0,0.6,1,71.0,0.6503
569,56,Water,81,50,Water,177,44,61,1,Surf,67.5,54.1,37.4,140,0,0.6,1,32.8,0.5693
570,56,Fire,106,50,Flying,158,55,42,0,Psychic,116.0,0.0,0.0,158,0,0.6,1,49.6,0.6781
571,46,Electric,85,43,Flying,167,54,45,0,Body Slam,90.6,0.0,0.0,167,0,0.6,0,37.6,0.5617
572,55,Electric,88,42,Psychic,172,48,39,0,Thunderbolt,73.8,0.0,0.0,172,0,0.6,1,45.0,0.6234
573,59,Ground,104,41,Water,167,47,60,1,Earthquake,73.9,73.0,130.4,37,0,1.5,0,62.3,0.3375
574,49,Water,91,43,Fire,184,52,46,1,Surf,88.2,45.2,89.0,95,0,1.5,0,42.4,0.4127
575,56,Ground,77,49,Grass,181,37,52,0,Body Slam,70.7,0.0,0.0,181,0,1.5,1,64.0,0.6499
576,29,Fire,63,64,Flying,199,40,58,0,Flamethrower,48.6,0.0,0.0,199,0,0.6,1,26.4,0.5332
577,61,Ground,112,34,Fire,143,34,34,0,Flamethrower,100.2,0.0,0.0,143,0,1.5,1,62.3,0.707
578,28,Normal,64,49,Grass,179,66,41,1,Bulldoze,51.4,38.9,39.8,139,0,0.6,0,64.0,0.3748
579,51,Electric,84,33,Psychic,150,32,53,0,Psychic,109.9,0.0,0.0,150,0,0.6,1,71.2,0.6117
580,39,Electric,66,39,Psychic,152,60,46,1,Discharge,73.2,41.2,26.5,126,0,0.6,1,39.3,0.4445
581,47,Fire,94,17,Psychic,102,37,41,1,Bulldoze,77.0,71.2,35.2,67,0,0.6,0,41.1,0.4998
582,60,Water,89,37,Psychic,132,44,69,0,Flamethrower,58.2,0.0,0.0,132,0,0.6,1,32.6,0.509
583,62,Water,103,49,Fire,171,54,35,1,Surf,67.2,83.0,106.6,64,0,1.5,1,42.4,0.5175
584,41,Fire,76,66,Psychic,217,55,44,0,Flamethrower,74.2,0.0,0.0,217,0,0.6,1,55.6,0.6285
585,41,Normal,93,34,Fire,122,56,25,0,Thunderbolt,100.3,0.0,0.0,122,0,0.6,0,55.3,0.5711
586,31,Ground,71,55,Flying,196,54,34,0,Body Slam,72.7,0.0,0.0,196,0,0.0,0,52.5,0.5655
587,46,Normal,85,38,Water,148,50,42,1,Bulldoze,70.5,37.4,35.1,113,0,0.6,0,42.1,0.4971
588,21,Fire,75,57,Water,194,47,29,0,Ice Beam,51.8,0.0,0.0,194,0,0.6,0,64.1,0.5446
589,21,Fire,64,46,Psychic,148,52,48,0,Thunderbolt,72.2,0.0,0.0,148,0,0.6,0,40.9,0.4258
590,38,Water,83,58,Flying,189,54,65,0,Psychic,96.8,0.0,0.0,189,0,0.6,1,43.6,0.5297
591,32,Fire,73,37,Water,158,59,56,0,Thunderbolt,76.6,0.0,0.0,158,0,0.6,0,38.8,0.3865
592,49,Water,99,35,Psychic,140,53,42,1,Surf,110.4,88.3,39.9,100,0,0.6,1,74.6,0.5865
593,34,Ground,79,38,Grass,153,63,29,0,Thunderbolt,78.3,0.0,0.0,153,0,1.5,0,48.7,0.4879
594,45,Ground,107,39,Water,161,37,61,1,Earthquake,83.0,71.0,134.7,26,0,1.5,1,41.5,0.2959
595,53,Ground,107,26,Water,143,39,46,1,Earthquake,81.5,79.3,138.7,4,0,1.5,0,54.3,0.3148
596,39,Ground,68,50,Psychic,178,57,44,0,Psychic,31.8,0.0,0.0,178,0,1.5,0,50.9,0.481
597,45,Fire,79,41,Psychic,146,48,45,0,Ice Beam,66.6,0.0,0.0,146,0,0.6,1,54.3,0.5394
598,61,Fire,100,38,Fire,160,45,45,1,Bulldoze,86.3,91.2,41.4,119,0,0.6,0,65.2,0.6465
599,28,Ground,83,39,Water,141,53,44,1,Earthquake,40.7,53.4,113.9,27,0,1.5,0,32.4,0.217
600,50,Electric,86,52,Flying,190,50,26,0,Psychic,54.4,0.0,0.0,190,0,0.6,0,53.9,0.662
601,34,Ground,69,36,Psychic,146,40,37,1,Earthquake,75.9,67.7,85.3,61,0,1.5,0,71.6,0.4037
602,37,Fire,83,46,Fire,174,40,32,1,Bulldoze,49.5,65.1,49.0,125,0,0.6,0,57.0,0.5407
603,38,Electric,86,29,Grass,134,59,56,1,Discharge,84.8,50.8,31.3,103,0,0.6,0,58.9,0.3729
604,34,Ground,84,43,Water,182,58,37,0,Body Slam,93.6,0.0,0.0,182,0,1.5,1,53.2,0.5207
605,38,Fire,75,58,Fire,139,48,51,1,Bulldoze,50.0,32.0,17.9,121,0,0.6,0,63.2,0.5414
606,40,Electric,71,40,Psychic,151,51,45,0,Thunderbolt,57.4,0.0,0.0,151,0,0.6,0,58.9,0.4868
607,49,Water,97,37,Fire,148,43,50,1,Surf,65.3,65.0,102.5,46,0,1.5,0,49.4,0.3662
608,52,Electric,119,51,Psychic,180,47,40,1,Discharge,99.5,95.4,51.4,129,0,0.6,1,49.9,0.6716
609,51,Ground,88,65,Psychic,204,45,54,0,Thunderbolt,95.0,0.0,0.0,204,0,1.5,0,46.8,0.6921
610,53,Ground,78,44,Flying,151,40,44,0,Thunderbolt,56.4,0.0,0.0,151,0,0.0,1,47.6,0.6135
611,46,Fire,74,29,Flying,133,46,49,0,Flamethrower,68.0,0.0,0.0,133,0,0.6,1,65.3,0.4788
612,43,Water,91,27,Flying,149,48,24,0,Body Slam,96.0,0.0,0.0,149,0,0.6,1,33.4,0.5744
613,34,Normal,80,27,Water,135,38,39,0,Thunderbolt,94.7,0.0,0.0,135,0,0.6,0,68.9,0.5096
614,47,Ground,84,32,Grass,175,28,42,0,Body Slam,72.6,0.0,0.0,175,0,1.5,1,51.1,0.597
615,41,Normal,58,50,Psychic,144,41,47,0,Ice Beam,37.0,0.0,0.0,144,0,0.6,1,63.0,0.5461
616,48,Normal,95,57,Flying,183,58,52,0,Body Slam,87.9,0.0,0.0,183,0,0.6,1,66.5,0.5962
617,39,Electric,72,24,Fire,124,57,62,1,Discharge,55.1,52.4,44.5,80,0,0.6,0,56.7,0.2824
618,47,Water,80,41,Psychic,167,60,25,0,Body Slam,93.7,0.0,0.0,167,0,0.6,1,58.9,0.6115
619,37,Water,52,41,Psychic,174,53,43,1,Surf,37.9,46.4,28.3,146,0,0.6,1,40.4,0.4399
620,35,Fire,112,32,Fire,135,29,60,1,Bulldoze,68.5,69.3,40.1,95,0,0.6,0,64.8,0.4484
621,16,Electric,69,25,Fire,116,67,56,1,Discharge,49.5,51.6,18.3,98,0,0.6,0,56.4,0.231
622,44,Electric,98,40,Psychic,161,51,31,0,Ice Beam,88.7,0.0,0.0,161,0,0.6,1,52.4,0.5971
623,53,Fire,106,41,Psychic,184,52,45,1,Bulldoze,110.1,73.1,45.6,138,0,0.6,0,33.2,0.5951
624,40,Ground,77,34,Grass,133,53,40,0,Body Slam,99.6,0.0,0.0,133,0,1.5,0,57.8,0.5207
625,65,Fire,95,45,Fire,159,39,54,1,Bulldoze,81.2,82.7,35.9,123,0,0.6,1,50.4,0.6825
626,39,Water,79,53,Water,178,33,57,0,Body Slam,86.3,0.0,0.0,178,0,0.6,0,70.2,0.6038
627,53,Normal,96,47,Flying,152,45,58,0,Body Slam,123.9,0.0,0.0,152,0,0.6,1,42.4,0.6398
628,50,Electric,99,51,Psychic,171,45,40,0,Flamethrower,67.3,0.0,0.0,171,0,0.6,1,23.2,0.6414
629,49,Electric,94,56,Water,196,44,49,0,Ice Beam,95.3,0.0,0.0,196,0,2.0,1,52.8,0.6641
630,54,Water,74,47,Psychic,152,31,48,1,Surf,53.0,70.2,38.4,114,0,0.6,0,39.6,0.6381
631,47,Electric,95,39,Flying,146,37,43,0,Psychic,96.0,0.0,0.0,146,0,0.6,1,44.0,0.6225
632,48,Ground,80,38,Water,120,37,51,1,Earthquake,68.1,52.8,90.9,29,0,1.5,1,15.2,0.4002
633,51,Fire,102,44,Water,132,46,42,0,Thunderbolt,135.6,0.0,0.0,132,0,0.6,0,34.0,0.6809
634,25,Electric,44,52,Psychic,181,51,53,0,Flamethrower,33.5,0.0,0.0,181,0,0.6,0,81.1,0.4128
635,53,Electric,72,47,Flying,146,38,23,1,Discharge,55.7,27.9,39.5,106,0,0.6,1,55.5,0.6475
636,40,Ground,90,42,Fire,165,40,65,1,Earthquake,73.4,82.3,94.8,70,0,1.5,0,48.5,0.3533
637,66,Electric,87,19,Flying,124,45,36,0,Thunderbolt,82.8,0.0,0.0,124,0,0.6,1,39.1,0.5984
638,44,Normal,100,42,Water,165,50,50,0,Ice Beam,124.9,0.0,0.0,165,0,0.6,1,37.3,0.5853
639,37,Normal,83,41,Water,157,58,33,0,Ice Beam,79.2,0.0,0.0,157,0,0.6,1,61.8,0.5227
640,47,Water,78,53,Fire,215,56,62,1,Surf,49.4,54.1,89.5,126,0,1.5,0,46.9,0.3436
641,32,Ground,86,38,Flying,161,37,61,0,Ice Beam,102.6,0.0,0.0,161,0,0.0,0,46.4,0.4858
642,40,Normal,92,36,Fire,156,40,54,1,Bulldoze,59.7,68.8,41.5,114,0,0.6,1,20.9,0.4595
643,46,Electric,87,32,Fire,120,53,44,1,Discharge,63.9,39.4,32.7,87,0,0.6,0,40.0,0.4488
644,53,Ground,91,56,Fire,203,46,41,1,Earthquake,67.9,55.5,103.7,99,0,1.5,1,46.7,0.4888
645,60,Normal,119,41,Fire,129,39,44,0,Flamethrower,107.1,0.0,0.0,129,0,0.6,1,48.0,0.6922
646,34,Ground,79,57,Psychic,194,49,47,1,Earthquake,49.4,71.4,82.0,112,0,1.5,0,22.4,0.4168
647,64,Electric,91,39,Water,180,48,57,1,Discharge,86.0,54.5,148.8,31,0,2.0,0,43.3,0.3099
648,44,Water,107,49,Flying,155,26,37,0,Thunderbolt,98.1,0.0,0.0,155,0,0.6,1,58.6,0.7121
649,45,Water,101,42,Grass,155,53,58,0,Flamethrower,118.2,0.0,0.0,155,0,0.6,0,71.1,0.5414
650,55,Fire,101,42,Grass,184,49,60,1,Bulldoze,79.7,71.9,45.8,138,0,0.6,1,33.7,0.5262
651,73,Ground,105,48,Fire,167,28,58,0,Flamethrower,111.6,0.0,0.0,167,0,1.5,1,27.5,0.7664
652,39,Electric,84,43,Fire,147,47,39,1,Discharge,57.0,58.9,54.0,93,0,0.6,1,46.3,0.4724
653,35,Water,78,47,Flying,174,36,44,0,Psychic,94.5,0.0,0.0,174,0,0.6,1,34.3,0.6017
654,57,Ground,87,68,Flying,230,56,64,0,Thunderbolt,100.0,0.0,0.0,230,0,0.0,1,47.5,0.6682
655,45,Water,89,45,Fire,182,34,42,0,Body Slam,78.1,0.0,0.0,182,0,1.5,1,73.7,0.6343
656,46,Fire,94,44,Grass,192,58,24,0,Thunderbolt,93.4,0.0,0.0,192,0,0.6,1,38.9,0.6311
657,63,Normal,87,34,Grass,181,57,44,0,Ice Beam,106.4,0.0,0.0,181,0,0.6,0,30.7,0.6123
658,40,Normal,84,35,Psychic,147,57,39,1,Bulldoze,69.0,51.3,33.7,113,0,0.6,1,35.3,0.4562
659,46,Ground,85,50,Flying,171,44,49,0,Body Slam,92.7,0.0,0.0,171,0,0.0,1,66.3,0.6198
660,56,Fire,94,48,Water,169,46,47,0,Thunderbolt,72.5,0.0,0.0,169,0,0.6,1,45.1,0.6336
661,53,Normal,99,44,Flying,152,37,51,1,Bulldoze,96.3,50.4,50.8,101,0,0.6,0,32.4,0.5855
662,52,Normal,107,45,Grass,158,59,40,0,Body Slam,107.1,0.0,0.0,158,0,0.6,0,78.7,0.6202
663,19,Fire,50,34,Flying,144,48,48,0,Psychic,62.8,0.0,0.0,144,0,0.6,0,42.9,0.3622
664,38,Normal,80,40,Psychic,159,58,50,0,Ice Beam,84.2,0.0,0.0,159,0,0.6,1,48.5,0.4653
665,22,Fire,59,55,Fire,182,50,36,0,Ice Beam,49.8,0.0,0.0,182,0,0.6,0,37.2,0.4998
666,48,Ground,86,60,Flying,212,39,26,0,Ice Beam,65.3,0.0,0.0,212,0,0.0,1,59.9,0.7333
667,55,Ground,81,44,Fire,167,59,48,1,Earthquake,63.4,38.7,99.7,67,0,1.5,0,20.6,0.3517
668,52,Electric,104,29,Fire,136,56,52,0,Psychic,100.5,0.0,0.0,136,0,0.6,1,27.8,0.5006
669,56,Fire,86,50,Psychic,158,51,71,1,Bulldoze,50.2,47.8,32.1,126,0,0.6,0,56.9,0.4898
670,47,Fire,89,52,Water,182,70,46,1,Bulldoze,79.1,44.5,46.4,136,0,0.6,1,54.3,0.4735
671,36,Ground,89,30,Fire,146,54,31,1,Earthquake,88.9,77.6,85.9,60,0,1.5,0,48.6,0.3819
672,30,Normal,61,53,Water,199,34,43,0,Ice Beam,69.6,0.0,0.0,199,0,0.6,1,45.1,0.5873
673,41,Water,85,16,Flying,114,37,35,1,Surf,66.1,60.4,37.8,76,0,0.6,1,43.8,0.4538
674,35,Electric,87,39,Psychic,187,40,47,1,Discharge,52.1,58.0,47.5,140,0,0.6,0,70.8,0.4379
675,38,Normal,91,45,Psychic,176,60,47,0,Flamethrower,95.0,0.0,0.0,176,0,0.6,1,46.9,0.5075
676,48,Fire,59,59,Grass,201,44,41,1,Bulldoze,62.1,47.1,30.6,170,0,0.6,0,37.5,0.6468
677,48,Ground,91,60,Flying,198,49,57,0,Body Slam,63.3,0.0,0.0,198,0,0.0,0,62.5,0.5954
