trainer_id,trainer_name,hometown,starter_type,starter_species,team_size,team_level_avg,team_level_max,team_avg_iv_total,team_avg_ev_total,type_diversity,trainer_experience,play_hours,strategy_score,wealth,cave_training,safari_zone_visits,dept_store_spending,potions_purchased,revives_used,tm_count,exp_share_used,held_item_count,rare_candy_used,gym_pokemon_center_visits,fishing_attempts,traded_pokemon_count,team_happiness_avg,team_friendship_max,badges,elite_four_attempted,elite_four_wins,champion_defeated,hall_of_fame_time,total_battles_won,total_pokemon_caught,pokedex_completion,patience,natural_talent,dedication,hometown_gym_type,region
211,Brock_3807,Mahogany Town,Water,Totodile,4,35.3,35.9,74.9,93.9,3,5.9,219,62.4,2,0,4,985,16,3,9,0,1,0,27,5,1,142.5,148.7,4,0,0,0,,134,50,19.9,25.45,76.04,18.94,Ice,Johto
212,Giovanni_6131,Olivine City,Fire,Cyndaquil,2,43.5,55.7,83.2,109.2,4,5.1,249,53.2,1,0,5,822,19,9,11,1,0,1,28,2,1,168.6,176.2,4,0,0,0,,102,26,10.4,33.44,60.58,34.31,Steel,Johto
213,Blue_5311,Ecruteak City,Fire,Cyndaquil,1,23.7,27.9,75.7,163.1,1,0.1,270,43.4,2,0,1,736,33,5,11,0,0,1,35,6,0,148.5,188.7,2,0,0,0,,69,33,13.1,30.82,61.59,44.23,Ghost,Johto
214,Surge_1651,Azalea Town,Fire,Cyndaquil,6,41.4,41.5,58.2,216.1,2,3.2,468,44.5,2,1,1,1070,54,12,9,0,2,0,42,9,1,175.3,175.4,3,0,0,0,,66,51,20.3,66.51,17.27,98.89,Bug,Johto
215,Stella_3966,Cianwood City,Water,Totodile,5,16.7,34.3,55.2,126.6,3,1.3,123,68.7,4,0,4,1662,19,4,0,1,1,2,23,7,2,157.4,170.3,4,0,0,0,,96,26,10.4,100.0,11.03,20.74,Fighting,Johto
216,Erika_7300,Blackthorn City,Grass,Chikorita,3,28.9,30.4,55.3,121.7,4,0.7,171,51.3,4,0,6,1161,28,6,3,0,2,0,23,11,2,161.7,181.9,3,0,0,0,,81,45,17.9,100.0,26.28,41.03,Dragon,Johto
217,Blaine_5167,Blackthorn City,Water,Totodile,6,37.7,43.1,69.0,300.1,3,1.7,437,39.5,2,1,4,979,51,9,10,0,0,1,40,9,4,149.9,151.5,2,0,0,0,,90,53,21.1,43.76,42.87,91.43,Dragon,Johto
218,Joe_6107,Mahogany Town,Water,Totodile,3,26.6,42.0,49.1,184.7,4,1.2,298,41.9,3,1,9,1439,33,9,8,1,4,1,25,13,1,169.3,178.7,3,0,0,0,,56,74,29.5,78.22,12.63,64.1,Ice,Johto
219,Silver_4645,Goldenrod City,Fire,Cyndaquil,3,17.4,22.5,92.3,83.7,1,1.7,183,70.9,4,0,3,1634,23,8,5,0,0,1,21,2,1,130.6,141.3,3,0,0,0,,23,39,15.5,51.96,91.67,29.5,Normal,Johto
220,Whitney_7575,Violet City,Grass,Chikorita,5,16.9,42.2,79.5,190.5,3,0.1,133,56.2,2,1,4,638,28,6,0,0,0,0,23,7,0,195.5,206.6,3,0,0,0,,40,25,10.0,81.77,73.91,28.15,Flying,Johto
221,Janine_4672,Blackthorn City,Water,Totodile,2,26.4,26.6,52.9,149.9,2,1.8,317,68.3,2,0,9,742,28,14,5,0,0,0,32,11,1,171.5,172.1,4,0,0,0,,41,63,25.1,100.0,1.16,60.89,Dragon,Johto
222,Pryce_9469,Cherrygrove City,Water,Totodile,4,27.4,38.9,69.7,130.0,1,0.8,278,70.9,3,0,7,1359,41,10,12,0,1,0,31,6,2,155.5,161.9,3,0,0,0,,37,55,21.9,59.1,82.94,56.18,None,Johto
223,Bill_7066,Cianwood City,Water,Totodile,6,24.9,26.6,50.9,265.1,2,1.1,352,57.4,2,1,5,1099,52,8,8,0,1,3,33,5,2,196.1,215.0,3,0,0,0,,83,56,22.3,71.66,44.58,73.66,Fighting,Johto
224,AJ_5688,Cherrygrove City,Grass,Chikorita,3,37.2,39.5,54.1,278.8,3,3.7,398,69.6,2,1,9,1068,51,8,10,0,1,1,36,18,1,173.6,175.6,5,0,0,0,,93,57,22.7,93.72,41.99,61.66,None,Johto
225,Chuck_5927,Blackthorn City,Fire,Cyndaquil,3,28.6,39.6,64.5,188.6,1,3.2,297,65.1,2,0,1,1052,28,10,0,0,1,0,23,6,0,162.6,167.3,3,0,0,0,,75,46,18.3,36.06,63.51,44.9,Dragon,Johto
226,Silver_5821,Cherrygrove City,Grass,Chikorita,6,47.8,49.3,78.7,198.2,2,6.5,309,54.6,3,1,3,1567,40,4,8,1,0,1,37,1,0,150.8,157.9,5,0,0,0,,122,43,17.1,33.0,66.33,54.41,None,Johto
227,Jessie_9724,Cherrygrove City,Grass,Chikorita,6,21.2,42.1,39.9,205.3,6,0.9,238,68.2,2,1,5,908,15,6,2,1,0,0,28,4,1,157.4,162.9,6,0,0,0,,66,37,14.7,88.56,20.53,32.45,None,Johto
228,Gary_6626,Violet City,Water,Totodile,6,17.3,32.6,60.2,136.2,3,0.1,157,46.8,2,0,5,1008,18,7,4,0,2,0,22,7,0,122.3,142.5,1,0,0,0,,10,50,19.9,47.6,86.04,26.72,Flying,Johto
229,Blaine_5744,Cianwood City,Fire,Cyndaquil,6,52.3,55.7,71.5,191.5,2,9.2,509,70.3,3,0,3,1160,57,10,11,0,2,1,58,5,1,173.5,175.0,7,0,0,0,,90,74,29.5,58.93,81.6,92.18,Fighting,Johto
230,Gary_1342,Cianwood City,Grass,Chikorita,3,28.4,39.6,63.4,149.2,3,1.6,251,27.3,4,0,2,1844,16,7,6,0,4,0,28,5,0,146.3,170.9,0,0,0,0,,97,21,8.4,26.08,6.7,26.99,Fighting,Johto
231,Silver_1911,Violet City,Grass,Chikorita,1,22.0,27.8,50.7,237.5,2,0.1,400,32.5,2,1,2,957,38,6,8,0,3,0,38,4,3,159.1,167.4,1,0,0,0,,69,50,19.9,50.19,17.85,77.33,Flying,Johto
232,Jasmine_3357,Cianwood City,Water,Totodile,4,28.2,48.4,44.7,219.0,2,0.4,329,41.0,2,1,2,388,26,10,5,1,4,0,36,2,0,143.2,146.7,2,0,0,0,,77,30,12.0,25.65,15.89,59.12,Fighting,Johto
233,Whitney_3069,New Bark Town,Grass,Chikorita,6,61.8,81.1,89.6,194.9,6,11.8,549,100.0,4,1,10,2146,51,10,11,1,3,0,63,9,1,176.8,203.8,8,1,1,1,571.0,168,78,31.1,89.93,96.0,79.87,None,Johto
234,Koji_1003,Blackthorn City,Water,Totodile,2,26.8,30.1,68.0,230.0,4,1.4,375,31.7,4,1,2,1302,41,10,15,0,0,1,32,6,2,115.0,118.5,3,0,0,0,,82,49,19.5,31.5,29.81,66.97,Dragon,Johto
235,Silver_3185,New Bark Town,Fire,Cyndaquil,5,23.8,30.6,41.4,72.0,4,2.8,61,36.3,2,0,1,1004,5,3,0,1,1,0,7,3,2,123.8,148.5,2,0,0,0,,71,15,6.0,26.12,1.77,14.02,None,Johto
236,Silver_4380,Ecruteak City,Water,Totodile,2,57.5,73.9,56.0,260.0,4,10.9,535,61.4,2,1,2,1217,43,14,10,1,0,0,50,5,3,181.3,184.3,7,0,0,0,,168,68,27.1,67.71,18.76,96.32,Ghost,Johto
237,Todd_1135,Ecruteak City,Water,Totodile,5,31.5,33.0,66.6,171.0,2,1.3,415,49.6,1,0,7,451,58,7,11,0,0,1,39,9,4,142.0,163.0,3,0,0,0,,56,50,19.9,64.85,20.43,91.32,Ghost,Johto
238,Chuck_8674,Violet City,Grass,Chikorita,6,20.5,27.6,61.5,143.5,5,1.8,58,57.1,3,0,2,1334,21,4,0,0,0,2,18,4,4,122.5,129.4,4,0,0,0,,86,6,2.4,82.45,43.0,7.52,Flying,Johto
239,Blue_6229,New Bark Town,Fire,Cyndaquil,4,27.2,31.4,87.2,235.8,3,1.1,397,37.5,3,1,2,1466,52,12,9,0,1,1,38,4,0,160.9,182.1,1,0,0,0,,55,34,13.5,32.24,94.06,70.51,None,Johto
240,Erika_3512,New Bark Town,Grass,Chikorita,6,28.3,42.7,70.6,146.7,3,1.6,68,55.8,3,1,5,1684,13,7,2,1,5,1,13,3,2,144.6,171.0,3,0,0,0,,64,13,5.2,40.42,78.97,9.24,None,Johto
241,AJ_9839,Blackthorn City,Fire,Cyndaquil,4,44.1,49.2,80.0,190.5,4,6.7,402,68.1,3,1,4,1098,39,7,4,0,4,0,40,7,4,174.7,187.6,5,0,0,0,,123,55,21.9,97.93,58.91,47.63,Dragon,Johto
242,Will_2336,Cherrygrove City,Fire,Cyndaquil,5,44.3,53.8,36.9,149.0,1,5.0,291,54.1,2,0,5,563,32,9,3,0,0,0,27,8,1,137.1,159.0,4,0,0,0,,84,56,22.3,82.39,15.67,49.17,None,Johto
243,Morty_2485,Goldenrod City,Water,Totodile,3,23.5,24.3,68.1,182.4,1,2.3,130,46.8,3,1,9,1075,21,5,0,0,2,0,15,10,3,140.1,151.4,2,0,0,0,,36,46,18.3,99.0,40.43,16.1,Normal,Johto
244,Morty_5460,New Bark Town,Fire,Cyndaquil,6,30.9,44.5,65.8,139.7,1,2.9,295,59.6,2,0,3,1303,34,14,9,0,0,0,27,5,2,165.2,174.1,2,0,0,0,,82,44,17.5,47.09,57.28,51.37,None,Johto
245,Richie_5315,Ecruteak City,Water,Totodile,6,33.3,38.5,78.4,132.1,1,1.2,241,60.6,2,0,4,1273,33,5,9,0,2,0,18,7,0,187.5,198.7,3,0,0,0,,105,59,23.5,86.99,88.98,50.01,Ghost,Johto
246,Giselle_1986,Azalea Town,Water,Totodile,2,30.0,40.5,68.1,115.1,1,1.7,137,66.4,1,0,0,200,21,1,0,0,0,1,20,7,0,144.5,146.1,4,0,0,0,,61,32,12.7,62.93,65.99,20.27,Bug,Johto
247,Jessie_8638,Azalea Town,Fire,Cyndaquil,6,38.0,42.1,58.0,223.4,6,4.9,380,46.2,1,1,5,854,41,5,9,0,3,0,38,3,3,138.1,149.6,5,0,0,0,,86,59,23.5,72.0,22.13,74.88,Bug,Johto
248,Gary_4633,Cianwood City,Grass,Chikorita,2,30.6,60.6,61.0,197.3,4,2.8,518,75.7,2,1,5,1233,47,13,5,0,2,0,50,8,3,165.2,171.1,5,0,0,0,,63,39,15.5,76.31,73.97,94.22,Fighting,Johto
249,James_3704,Cianwood City,Fire,Cyndaquil,3,23.1,24.8,53.8,126.3,3,0.1,316,36.0,2,0,7,534,44,11,8,0,3,1,36,8,1,140.7,149.0,0,0,0,0,,19,54,21.5,82.85,9.77,64.89,Fighting,Johto
250,Richie_2112,Mahogany Town,Water,Totodile,3,31.0,33.0,61.6,251.8,2,1.0,525,39.1,3,1,3,1347,52,9,11,0,4,1,48,6,0,149.2,154.8,2,0,0,0,,39,38,15.1,38.75,65.15,99.46,Ice,Johto
251,Green_7495,Cianwood City,Grass,Chikorita,4,22.3,24.7,61.4,142.5,3,0.9,156,62.6,1,0,9,1014,17,3,11,0,1,0,19,12,1,161.0,164.7,4,0,0,0,,80,59,23.5,100.0,58.22,33.49,Fighting,Johto
252,Erika_6623,Mahogany Town,Fire,Cyndaquil,2,36.9,39.0,59.0,192.5,5,4.5,405,64.2,3,0,10,1081,48,6,13,1,0,1,42,16,3,165.4,173.9,6,0,0,0,,142,63,25.1,100.0,4.39,75.18,Ice,Johto
253,Red_7055,Blackthorn City,Fire,Cyndaquil,5,20.7,21.1,70.7,119.0,1,0.2,51,50.7,2,0,3,519,7,2,2,0,1,0,12,6,2,156.4,166.4,2,0,0,0,,63,18,7.2,28.09,71.75,18.1,Dragon,Johto
254,Crystal_7158,Cianwood City,Grass,Chikorita,2,26.6,34.6,30.3,163.5,2,4.3,440,34.7,2,0,5,1059,46,7,6,0,1,2,35,4,1,141.7,157.6,1,0,0,0,,115,63,25.1,25.98,0.54,66.21,Fighting,Johto
255,Lorelei_3183,Violet City,Water,Totodile,6,27.0,28.1,56.8,240.1,2,2.1,381,48.2,2,1,5,1165,41,13,10,0,2,1,32,8,0,194.7,202.0,1,0,0,0,,59,30,12.0,26.72,49.88,72.96,Flying,Johto
256,Bruno_5427,Cherrygrove City,Fire,Cyndaquil,1,31.4,36.9,69.0,247.0,4,0.9,450,81.1,3,1,2,1287,41,11,7,0,4,0,50,4,2,143.0,154.0,5,0,0,0,,94,52,20.7,60.5,90.23,76.02,None,Johto
257,Casey_5120,Mahogany Town,Fire,Cyndaquil,1,22.0,22.7,50.5,229.3,1,1.2,97,40.3,2,1,4,1117,16,4,3,0,1,1,15,5,0,176.1,220.2,1,0,0,0,,69,23,9.2,94.66,13.71,18.74,Ice,Johto
258,Agatha_5784,Cianwood City,Water,Totodile,6,28.5,37.9,42.4,198.3,3,1.3,293,57.7,3,1,10,915,31,12,4,0,2,0,29,12,0,167.9,168.3,4,0,0,0,,72,62,24.7,100.0,31.42,45.42,Fighting,Johto
259,Agatha_8969,Cianwood City,Fire,Cyndaquil,4,32.8,34.2,71.0,124.1,2,5.4,85,53.1,3,0,3,1110,10,2,4,0,1,0,10,4,0,152.4,189.2,4,0,0,0,,125,16,6.4,33.57,73.76,8.86,Fighting,Johto
260,Sabrina_6384,New Bark Town,Fire,Cyndaquil,6,28.5,34.7,72.3,140.8,6,2.0,275,67.2,1,0,5,45,30,6,5,0,0,0,36,8,0,153.0,153.7,5,0,0,0,,86,34,13.5,100.0,33.02,47.1,None,Johto
261,Bruno_3859,Violet City,Grass,Chikorita,4,32.5,35.2,75.5,186.5,4,2.3,419,66.8,2,0,2,957,44,11,6,1,1,0,42,6,2,179.6,191.9,6,0,0,0,,82,52,20.7,86.09,56.89,66.51,Flying,Johto
262,Blue_2911,Azalea Town,Fire,Cyndaquil,6,46.3,55.2,72.7,211.1,2,7.5,158,50.6,1,1,1,537,15,3,6,0,5,0,12,10,1,134.9,149.3,3,0,0,0,,116,33,13.1,26.63,55.95,16.92,Bug,Johto
263,Pryce_1285,Ecruteak City,Grass,Chikorita,6,34.9,37.8,85.2,167.9,3,2.2,419,52.4,2,0,3,766,35,13,6,1,1,1,36,8,0,147.3,149.5,4,0,0,0,,104,62,24.7,69.92,81.16,68.26,Ghost,Johto
264,Whitney_2163,Ecruteak City,Grass,Chikorita,3,59.2,64.1,98.5,227.6,3,12.0,293,87.5,3,1,5,918,30,11,13,1,1,0,37,6,4,154.4,223.3,8,1,1,1,311.0,169,50,19.9,58.25,75.09,36.58,Ghost,Johto
265,Sabrina_3212,Cherrygrove City,Fire,Cyndaquil,4,35.7,41.2,94.4,132.9,2,2.8,209,69.8,4,0,3,1910,25,5,2,0,1,1,24,6,1,139.4,175.2,5,0,0,0,,59,34,13.5,50.67,97.38,46.75,None,Johto
266,Surge_4607,Olivine City,Grass,Chikorita,4,36.2,47.4,69.5,192.1,5,2.3,464,59.5,3,0,11,1366,49,7,9,0,4,1,34,5,1,186.0,201.2,4,0,0,0,,97,64,25.5,73.92,6.64,90.64,Steel,Johto
267,Koji_4838,Cherrygrove City,Water,Totodile,4,60.1,60.9,56.3,237.2,5,9.8,494,77.8,3,1,8,1899,74,10,13,1,5,0,50,7,2,150.0,159.6,8,1,1,1,504.0,163,69,27.5,100.0,8.09,74.39,None,Johto
268,Stella_7092,Ecruteak City,Fire,Cyndaquil,6,35.2,35.3,43.8,129.2,2,7.4,148,67.0,1,0,4,428,17,5,1,1,0,0,17,8,5,152.1,172.9,5,0,0,0,,99,33,13.1,49.08,23.15,8.9,Ghost,Johto
269,Clair_4386,Goldenrod City,Water,Totodile,6,74.1,94.2,42.2,246.4,2,15.0,401,77.0,2,1,5,1050,35,8,7,0,2,0,39,4,2,144.6,183.8,7,0,0,0,,152,64,25.5,100.0,1.38,68.28,Normal,Johto
270,Koji_5811,Ecruteak City,Fire,Cyndaquil,5,51.7,54.5,56.4,187.6,4,8.3,529,58.7,2,0,4,854,57,8,16,1,3,2,52,5,3,169.8,207.3,5,0,0,0,,124,64,25.5,92.53,15.73,94.57,Ghost,Johto
271,Lance_8490,Azalea Town,Fire,Cyndaquil,2,18.8,28.9,68.2,211.6,2,0.1,345,63.3,2,1,3,1169,45,9,3,0,1,2,29,5,2,140.9,141.7,2,0,0,0,,52,48,19.1,66.1,33.23,61.34,Bug,Johto
272,Dario_2721,New Bark Town,Water,Totodile,2,14.9,27.0,59.7,107.2,2,1.2,121,42.0,2,0,4,823,11,1,3,0,3,0,12,4,1,137.0,138.0,2,0,0,0,,58,33,13.1,80.32,40.2,13.84,None,Johto
273,Gary_1564,Violet City,Water,Totodile,4,67.9,100.0,39.1,256.3,6,13.9,400,55.7,3,1,6,1267,31,9,5,1,2,0,37,5,6,151.3,204.6,7,0,0,0,,188,57,22.7,77.68,0.19,33.71,Flying,Johto
274,Gary_1747,Mahogany Town,Fire,Cyndaquil,4,27.5,31.9,38.3,168.4,1,2.8,251,41.0,3,0,5,990,38,6,5,0,0,0,28,5,2,183.1,208.4,2,0,0,0,,67,43,17.1,48.68,0.88,31.27,Ice,Johto
275,Bugsy_4626,New Bark Town,Fire,Cyndaquil,4,34.7,38.1,71.6,143.4,6,6.5,161,58.8,2,0,4,928,19,4,4,1,2,0,25,8,1,170.0,179.1,7,0,0,0,,98,31,12.4,50.84,76.85,33.13,None,Johto
276,Lara_4297,Violet City,Fire,Cyndaquil,1,30.5,33.7,75.4,225.7,2,2.2,434,58.9,2,1,8,1554,52,9,11,0,3,2,49,4,2,189.1,220.3,3,0,0,0,,71,65,25.9,89.03,51.98,90.11,Flying,Johto
277,Koga_5981,Azalea Town,Grass,Chikorita,3,40.5,42.0,69.0,287.7,3,4.0,423,65.0,3,1,6,1761,44,16,9,1,2,0,37,6,4,142.5,159.6,5,0,0,0,,81,39,15.5,51.31,79.62,78.72,Bug,Johto
278,Bruno_6848,Olivine City,Water,Totodile,4,29.5,66.3,43.4,201.7,3,5.7,185,48.9,3,1,5,1435,33,6,1,0,0,1,17,7,0,173.6,187.6,3,0,0,0,,94,28,11.2,82.42,17.04,36.06,Steel,Johto
279,Samurai_3333,Cherrygrove City,Water,Totodile,4,24.0,34.5,32.6,130.4,3,0.2,144,32.2,3,0,2,1311,21,6,3,0,0,0,23,6,1,125.2,143.0,1,0,0,0,,47,5,2.0,48.8,42.03,12.1,None,Johto
280,Koga_1404,Cherrygrove City,Grass,Chikorita,2,77.1,83.8,60.1,264.5,3,15.0,574,71.1,2,1,6,1002,52,15,11,0,2,0,60,7,1,160.6,181.9,8,1,1,1,590.0,171,78,31.1,95.93,36.45,97.66,None,Johto
281,Gold_5653,New Bark Town,Grass,Chikorita,2,42.9,44.6,68.9,174.9,3,2.2,367,51.1,2,0,1,1038,60,7,2,0,1,1,27,6,0,146.4,154.1,4,0,0,0,,102,39,15.5,36.91,75.17,75.39,None,Johto
282,Tracey_2930,New Bark Town,Water,Totodile,6,44.1,61.3,65.2,229.9,5,10.4,572,54.2,3,1,4,1198,53,15,11,0,6,0,54,8,2,129.3,155.6,6,0,0,0,,165,73,29.1,55.04,49.12,84.43,None,Johto
283,Lorelei_1124,Blackthorn City,Fire,Cyndaquil,6,45.3,46.9,76.6,90.9,4,6.4,242,63.6,4,0,4,1819,26,8,7,0,1,0,27,6,0,155.8,162.1,5,0,0,0,,130,47,18.7,50.3,53.36,38.44,Dragon,Johto
284,Lance_7350,Goldenrod City,Water,Totodile,3,21.5,52.6,52.2,157.7,2,0.2,217,47.9,3,0,3,1435,36,5,5,1,2,0,16,4,1,141.3,152.2,3,0,0,0,,28,27,10.8,30.39,39.79,28.68,Normal,Johto
285,Bugsy_9918,Ecruteak City,Grass,Chikorita,6,23.9,32.4,71.2,132.1,2,0.3,189,66.0,3,0,4,1143,35,6,5,1,3,0,22,7,0,188.8,206.1,5,0,0,0,,53,66,26.3,81.9,67.03,47.41,Ghost,Johto
286,Falkner_4181,Mahogany Town,Grass,Chikorita,3,31.7,43.7,67.1,264.0,6,1.6,309,63.4,4,1,3,1649,39,8,3,1,1,0,25,7,1,149.0,153.2,5,0,0,0,,105,38,15.1,77.04,76.47,59.72,Ice,Johto
287,Whitney_8688,Cianwood City,Grass,Chikorita,6,30.0,40.0,73.2,172.8,1,1.6,281,29.4,2,0,7,816,42,10,8,0,2,0,26,4,1,131.7,203.8,1,0,0,0,,94,51,20.3,42.23,51.94,63.89,Fighting,Johto
288,Lara_6251,Azalea Town,Water,Totodile,4,42.5,57.9,52.1,140.7,5,4.4,412,50.5,1,0,2,700,44,5,9,0,1,1,48,6,0,152.5,166.5,3,0,0,0,,84,38,15.1,58.64,25.48,70.28,Bug,Johto
289,Jessie_7115,Cianwood City,Grass,Chikorita,4,37.1,45.8,67.8,160.0,2,2.5,359,73.7,2,0,5,754,34,8,11,0,4,2,35,4,0,146.0,200.0,6,0,0,0,,122,64,25.5,68.46,70.58,62.32,Fighting,Johto
290,James_5733,Goldenrod City,Fire,Cyndaquil,5,20.0,21.5,70.9,104.7,1,0.2,322,39.1,3,0,2,1292,30,9,3,1,1,0,42,6,0,143.2,150.7,2,0,0,0,,43,56,22.3,30.73,77.89,70.42,Normal,Johto
291,Bugsy_4171,Azalea Town,Fire,Cyndaquil,6,44.2,53.4,51.8,186.9,3,5.4,182,64.7,2,1,9,963,15,3,3,0,3,0,24,9,4,145.5,232.5,6,0,0,0,,133,34,13.5,69.75,30.68,16.23,Bug,Johto
292,Giselle_9251,New Bark Town,Water,Totodile,3,21.9,28.5,80.2,149.0,3,1.2,209,52.9,2,0,6,897,38,4,1,0,0,0,31,7,1,148.2,153.9,3,0,0,0,,90,37,14.7,67.53,74.75,37.67,None,Johto
293,Misty_6763,Violet City,Grass,Chikorita,2,32.0,42.2,52.3,161.0,1,2.2,375,54.9,2,0,3,1016,52,8,8,0,1,0,35,1,3,168.6,175.5,2,0,0,0,,14,45,17.9,30.62,33.01,76.8,Flying,Johto
294,Brock_5038,Azalea Town,Fire,Cyndaquil,3,26.0,26.4,67.5,109.3,5,0.1,269,62.9,1,0,5,635,28,10,5,0,0,0,33,3,0,138.4,144.7,5,0,0,0,,87,42,16.7,90.25,34.07,49.83,Bug,Johto
295,Todd_1437,Ecruteak City,Grass,Chikorita,2,23.7,42.6,65.3,214.6,6,1.4,318,57.3,1,1,0,651,31,9,1,0,0,1,36,5,1,134.0,140.1,5,0,0,0,,104,29,11.6,48.68,66.36,51.35,Ghost,Johto
296,Silver_1225,Goldenrod City,Water,Totodile,6,52.0,71.4,72.9,209.3,3,6.4,313,70.6,3,1,1,1162,38,5,7,0,1,1,31,5,1,155.5,168.6,6,0,0,0,,137,68,27.1,43.53,70.93,51.54,Normal,Johto
297,Pryce_3836,Mahogany Town,Grass,Chikorita,6,40.9,53.9,66.1,143.0,1,4.1,288,61.5,2,0,1,782,25,9,4,0,0,0,22,4,1,112.9,117.0,5,0,0,0,,69,42,16.7,33.05,76.45,50.29,Ice,Johto
298,Sabrina_7197,New Bark Town,Water,Totodile,1,25.2,43.4,78.6,292.6,3,3.8,451,81.5,1,1,2,764,63,7,4,0,0,0,43,12,0,146.3,153.8,5,0,0,0,,97,51,20.3,84.28,82.87,80.52,None,Johto
299,Falkner_8372,Olivine City,Fire,Cyndaquil,4,35.2,36.6,72.2,144.3,2,7.6,144,59.2,2,0,1,802,9,4,5,0,0,0,14,7,2,161.5,172.4,4,0,0,0,,148,42,16.7,40.86,70.13,7.79,Steel,Johto
300,Janine_7651,Goldenrod City,Water,Totodile,6,25.6,32.3,63.6,254.9,2,0.8,449,56.1,4,1,5,1959,44,12,13,0,0,2,29,9,0,199.5,211.6,3,0,0,0,,71,62,24.7,80.34,57.2,94.47,Normal,Johto
301,Morty_2722,Cianwood City,Grass,Chikorita,5,29.6,33.5,42.4,181.4,3,0.6,419,57.4,4,0,2,2049,54,7,10,1,5,0,37,6,2,175.1,196.1,4,0,0,0,,76,50,19.9,96.66,14.45,74.46,Fighting,Johto
302,Richie_9735,New Bark Town,Fire,Cyndaquil,2,20.7,22.0,75.8,155.7,2,1.3,285,72.9,3,0,7,1836,45,8,6,1,4,1,28,7,0,174.1,183.2,4,0,0,0,,129,52,20.7,82.95,92.03,43.83,None,Johto
303,Koji_2442,Mahogany Town,Fire,Cyndaquil,2,48.5,55.8,59.3,126.6,1,7.0,212,60.6,2,0,2,695,25,3,5,0,2,0,15,11,2,182.6,212.8,5,0,0,0,,145,45,17.9,52.87,53.03,14.09,Ice,Johto
304,Dario_3359,Blackthorn City,Grass,Chikorita,6,31.2,37.0,56.6,265.1,3,2.1,422,67.9,3,1,8,1455,45,14,17,0,2,0,50,10,0,156.6,159.7,6,0,0,0,,115,61,24.3,96.06,42.01,75.29,Dragon,Johto
305,Jasmine_2760,Azalea Town,Grass,Chikorita,4,34.5,52.8,66.2,151.5,5,3.7,335,51.9,1,0,6,399,48,7,9,0,0,0,32,4,2,117.5,190.1,3,0,0,0,,78,64,25.5,23.36,68.44,59.88,Bug,Johto
306,Chuck_8399,Olivine City,Fire,Cyndaquil,5,20.1,29.9,61.1,106.7,3,0.3,153,44.3,2,0,3,1023,16,4,8,1,1,1,17,9,1,107.8,108.3,3,0,0,0,,57,37,14.7,21.08,61.23,27.73,Steel,Johto
307,Chuck_5318,New Bark Town,Water,Totodile,3,17.4,28.7,46.9,111.5,3,0.2,226,47.2,2,0,4,1167,26,8,11,0,2,0,30,10,3,187.2,198.2,2,0,0,0,,51,25,10.0,39.06,48.46,31.99,None,Johto
308,Green_3340,Mahogany Town,Fire,Cyndaquil,3,28.1,29.0,72.9,232.4,2,0.2,366,70.6,3,1,4,1315,38,13,12,0,0,0,42,4,2,190.1,202.8,5,0,0,0,,50,51,20.3,100.0,68.78,71.39,Ice,Johto
309,Richie_8453,Goldenrod City,Water,Totodile,6,38.0,43.7,80.5,229.0,4,3.7,410,75.0,4,1,7,1777,31,7,5,0,1,0,29,11,0,166.7,177.1,6,0,0,0,,92,62,24.7,92.11,86.39,65.64,Normal,Johto
310,Brock_1597,Goldenrod City,Grass,Chikorita,6,34.6,50.9,50.2,217.5,4,1.8,355,58.6,3,1,7,1626,38,12,9,0,1,0,41,11,2,170.0,173.1,4,0,0,0,,123,57,22.7,86.54,39.03,67.13,Normal,Johto
311,Richie_5739,Azalea Town,Grass,Chikorita,6,20.4,26.6,63.9,107.3,6,0.7,141,35.7,2,0,3,455,18,2,5,1,2,1,14,10,2,124.4,126.3,2,0,0,0,,52,47,18.7,38.47,13.76,19.15,Bug,Johto
312,Joe_7540,Ecruteak City,Fire,Cyndaquil,6,34.2,39.4,75.8,166.2,2,3.6,328,60.3,3,0,4,1117,33,13,6,0,2,1,33,7,1,180.5,206.4,3,0,0,0,,89,43,17.1,99.29,65.8,58.27,Ghost,Johto
313,Silver_7052,Olivine City,Water,Totodile,5,40.2,40.7,68.0,77.5,2,6.7,118,55.0,3,0,4,1306,15,2,5,0,1,0,13,9,2,149.6,158.3,3,0,0,0,,68,20,8.0,51.08,33.75,8.68,Steel,Johto
314,Pryce_7407,Ecruteak City,Grass,Chikorita,4,29.3,29.6,61.0,111.5,5,1.4,103,47.7,3,0,10,1613,19,3,4,1,3,1,16,7,1,195.9,196.7,4,0,0,0,,63,32,12.7,80.65,39.52,6.85,Ghost,Johto
315,Daisy_3586,Ecruteak City,Fire,Cyndaquil,3,41.8,45.4,36.3,152.7,5,3.8,378,55.5,3,0,2,989,59,6,9,0,1,1,33,4,2,167.5,171.4,5,0,0,0,,93,36,14.3,25.7,12.52,80.57,Ghost,Johto
316,Pryce_4751,Goldenrod City,Grass,Chikorita,5,57.3,57.5,90.0,225.3,4,11.4,335,79.4,2,1,5,717,32,7,12,0,2,0,23,6,3,144.9,150.9,8,1,1,1,354.0,181,26,10.4,40.29,86.74,54.95,Normal,Johto
