battle_id,trainer_id,battle_type,attacker_level,attacker_type,defender_level,defender_type,type_advantage,weather,weather_multiplier,terrain,held_item,held_item_bonus,move_power,move_accuracy,move_hit,critical_hit,crit_multiplier,damage_dealt,strategy_score,turns,battle_won,exp_gained,pokemon_fainted,win_prob,attacker_hp_remaining_pct,defender_hp_remaining_pct,reward_money
29922,5,wild,45,Flying,30,Rock,0.5,sun,1.0,cave,none,1.0,57,86,0,0,1.0,3.0,35.7,3,1,138,0,0.4565,0.772,0.21,1489
29923,326,gym,35,Electric,46,Psychic,2.0,clear,1.0,urban,none,1.0,104,87,1,0,1.0,90.8,65.1,3,1,467,0,0.6752,0.534,0.346,11499
29924,1910,wild,47,Rock,43,Fighting,1.0,clear,1.0,water,focus_sash,1.0,70,97,1,0,1.0,37.8,67.2,1,1,260,0,0.6085,0.536,0.345,2024
29925,1678,trainer,32,Water,27,Ice,1.0,clear,1.0,urban,leftovers,1.05,51,88,1,0,1.0,16.0,31.6,1,1,141,0,0.499,0.628,0.083,1385
29926,1971,gym,60,Water,65,Ground,1.0,sun,0.5,grass,none,1.0,77,91,1,0,1.0,24.8,66.5,1,1,670,1,0.5097,0.974,0.533,16332
29927,1623,gym,39,Electric,43,Poison,0.5,sandstorm,1.0,water,none,1.0,63,90,1,0,1.0,8.5,33.0,3,1,416,0,0.3649,0.961,0.497,10773
29928,7,wild,36,Grass,24,Flying,1.0,clear,1.0,grass,focus_sash,1.0,71,100,1,0,1.0,22.2,50.7,5,0,0,0,0.5886,0.12,0.788,97
29929,597,wild,43,Dragon,47,Water,1.0,sun,1.0,urban,berry,1.0,69,92,1,1,1.5,47.6,52.6,10,0,0,0,0.5459,0.456,0.738,0
29930,1781,trainer,50,Psychic,37,Fighting,1.0,rain,1.0,grass,focus_sash,1.0,61,81,1,0,1.0,24.5,60.0,8,0,0,0,0.6183,0.251,0.637,209
29931,364,gym,65,Ice,75,Normal,0.5,sandstorm,1.0,water,focus_sash,1.0,102,93,1,0,1.0,38.0,56.3,5,1,728,0,0.4271,0.75,0.109,18687
29932,75,gym,54,Poison,55,Fire,1.0,clear,1.0,grass,none,1.0,89,91,1,0,1.0,49.1,50.8,3,0,13,0,0.5581,0.313,0.747,142
29933,1885,trainer,38,Grass,56,Grass,2.0,clear,1.0,grass,none,1.0,72,91,0,0,1.0,0.0,64.4,4,1,278,0,0.5326,0.878,0.266,2813
29934,1323,wild,36,Ground,13,Rock,0.5,clear,1.0,urban,focus_sash,1.0,78,90,1,0,1.0,21.9,45.4,7,0,10,0,0.5441,0.301,0.38,1
29935,756,elite_four,59,Normal,73,Flying,1.0,clear,1.0,mountain,focus_sash,1.0,113,97,1,0,1.0,77.5,65.7,3,0,9,0,0.5657,0.414,0.859,0
29936,1424,wild,37,Electric,46,Water,1.0,clear,1.0,urban,focus_sash,1.0,75,100,1,0,1.0,30.0,30.1,9,0,0,0,0.443,0.157,0.567,0
29937,1218,trainer,34,Fighting,32,Bug,2.0,clear,1.0,grass,focus_sash,1.0,88,89,1,0,1.0,63.4,32.1,11,1,137,0,0.6282,0.784,0.154,1694
29938,1934,gym,41,Grass,44,Psychic,1.0,rain,1.0,water,none,1.0,78,100,1,0,1.0,29.0,22.8,3,1,460,0,0.4534,0.385,0.634,10742
29939,1568,trainer,60,Ice,69,Bug,1.0,sun,1.0,cave,none,1.0,126,90,1,0,1.0,88.0,44.1,5,0,1,0,0.5501,0.101,0.64,0
29940,701,wild,20,Water,17,Fire,1.0,rain,1.5,urban,focus_sash,1.0,73,88,1,0,1.0,33.0,74.0,9,1,63,0,0.6491,0.344,0.22,823
29941,1102,wild,8,Fire,20,Grass,1.0,clear,1.0,cave,focus_sash,1.0,71,91,1,0,1.0,2.5,39.1,2,0,0,1,0.4167,0.12,0.712,0
29942,1019,gym,70,Ground,72,Ghost,1.0,clear,1.0,water,focus_sash,1.0,73,100,1,0,1.0,56.0,63.6,5,0,37,1,0.5929,0.4,0.926,0
29943,326,wild,30,Ghost,25,Poison,0.5,sun,1.0,grass,none,1.0,69,100,1,0,1.0,12.0,65.1,4,0,8,0,0.4911,0.453,0.685,29
29944,760,wild,40,Water,41,Ground,1.0,clear,1.0,cave,leftovers,1.05,59,71,1,0,1.0,24.2,36.9,6,1,188,0,0.4925,0.87,0.415,2043
29945,1352,wild,25,Psychic,19,Dragon,0.5,clear,1.0,grass,none,1.0,61,85,1,0,1.0,0.1,22.7,5,0,28,1,0.3778,0.251,0.834,129
29946,937,trainer,29,Ground,43,Ice,0.5,sun,1.0,water,focus_sash,1.0,59,93,1,0,1.0,13.4,40.0,5,0,0,0,0.3408,0.235,0.652,51
29947,1803,trainer,44,Grass,42,Ghost,2.0,clear,1.0,urban,berry,1.0,68,95,1,0,1.0,65.8,76.9,2,0,0,0,0.728,0.578,0.651,200
29948,1607,gym,53,Psychic,59,Poison,1.0,clear,1.0,mountain,none,1.0,126,91,1,1,1.5,112.1,66.9,3,0,22,0,0.6478,0.32,0.559,0
29949,1768,elite_four,58,Bug,61,Rock,0.5,clear,1.0,urban,focus_sash,1.0,100,77,1,0,1.0,21.7,54.1,6,1,879,0,0.4361,0.521,0.173,2913
29950,324,trainer,24,Ice,20,Water,2.0,sun,1.0,mountain,none,1.0,69,83,1,0,1.0,39.1,44.7,1,1,109,0,0.6385,0.625,0.083,1088
29951,1306,gym,56,Ground,61,Ground,0.5,clear,1.0,water,berry,1.0,68,99,1,0,1.0,14.7,44.3,4,0,5,0,0.3941,0.187,0.833,5
29952,1048,wild,70,Poison,34,Bug,2.0,sun,1.0,grass,berry,1.0,53,87,0,0,1.0,2.4,58.7,3,1,185,0,0.7623,0.884,0.288,1814
29953,1191,wild,83,Normal,56,Bug,1.0,sun,1.0,grass,none,1.0,122,79,1,0,1.0,117.0,73.4,2,1,282,0,0.7956,0.772,0.055,2704
29954,318,wild,35,Ground,23,Poison,1.0,clear,1.0,water,none,1.0,52,85,1,0,1.0,26.4,50.0,5,0,4,0,0.5919,0.402,0.419,101
29955,1640,trainer,46,Grass,38,Ice,2.0,clear,1.0,mountain,leftovers,1.05,79,100,1,0,1.0,75.3,22.6,4,1,168,0,0.6477,0.649,0.19,1851
29956,1414,wild,26,Fire,17,Poison,0.5,sun,1.5,grass,leftovers,1.05,93,100,1,0,1.0,28.3,35.7,7,1,62,0,0.4955,0.69,0.524,967
29957,175,trainer,52,Poison,56,Fighting,2.0,clear,1.0,cave,berry,1.0,54,86,0,0,1.0,0.0,77.0,5,1,256,1,0.631,0.645,0.211,2589
29958,1993,wild,42,Water,22,Poison,2.0,sandstorm,1.0,water,choice_band,1.3,70,99,1,0,1.0,101.2,75.1,2,0,0,0,0.8181,0.04,0.71,46
29959,1344,trainer,43,Fire,52,Electric,1.0,clear,1.0,grass,none,1.0,103,85,1,0,1.0,46.5,34.8,8,0,15,1,0.4751,0.164,0.682,0
29960,1301,wild,51,Dragon,34,Electric,2.0,clear,1.0,cave,leftovers,1.05,64,100,1,0,1.0,82.6,63.2,4,1,145,0,0.7741,0.535,0.231,1704
29961,1660,wild,16,Bug,13,Rock,0.5,rain,1.0,mountain,choice_band,1.3,46,87,1,0,1.0,3.6,50.3,2,0,11,0,0.434,0.413,0.71,0
29962,1602,trainer,26,Ghost,37,Ice,1.0,clear,1.0,urban,focus_sash,1.0,56,88,1,0,1.0,22.5,53.4,3,0,30,1,0.4816,0.273,0.436,0
29963,1635,trainer,40,Ghost,31,Dragon,2.0,rain,1.0,mountain,none,1.0,60,98,1,1,1.5,86.3,41.9,3,1,145,0,0.7062,0.59,0.12,1464
29964,829,trainer,49,Electric,52,Bug,1.0,sun,1.0,cave,none,1.0,43,91,1,0,1.0,28.4,36.1,7,1,268,1,0.4858,0.809,0.362,2667
29965,1542,trainer,23,Water,26,Bug,1.0,rain,1.5,mountain,choice_band,1.3,73,88,1,0,1.0,43.8,65.8,4,1,95,0,0.6147,0.84,0.58,1285
29966,1116,trainer,42,Grass,58,Poison,1.0,clear,1.0,water,none,1.0,48,95,1,0,1.0,26.7,62.4,2,0,0,0,0.4844,0.052,0.757,11
29967,269,gym,43,Psychic,49,Fire,1.0,sun,1.0,urban,berry,1.0,84,85,0,0,1.0,0.0,43.0,4,0,0,0,0.4526,0.274,0.867,118
29968,1386,gym,19,Poison,27,Flying,0.5,clear,1.0,grass,focus_sash,1.0,99,88,1,0,1.0,4.6,43.2,5,0,0,1,0.3655,0.542,0.659,56
29969,315,gym,68,Poison,73,Ground,2.0,clear,1.0,urban,none,1.0,36,76,1,0,1.0,58.9,59.9,3,1,719,0,0.6548,0.711,0.163,18138
29970,1524,trainer,72,Flying,64,Bug,1.0,clear,1.0,urban,berry,1.0,97,87,1,1,1.5,123.0,94.0,3,1,311,0,0.7712,0.623,0.246,3075
29971,416,trainer,45,Flying,59,Ice,1.0,sun,1.0,urban,none,1.0,36,83,1,0,1.0,9.9,28.5,5,0,19,0,0.3904,0.076,0.529,0
29972,439,trainer,33,Flying,46,Fighting,1.0,sandstorm,1.0,water,none,1.0,77,92,1,0,1.0,27.1,64.9,7,0,0,0,0.5061,0.251,0.532,0
29973,60,wild,69,Ghost,57,Electric,2.0,clear,1.0,grass,leftovers,1.05,108,85,1,0,1.0,188.8,94.9,7,1,297,0,0.8786,0.416,0.443,2959
29974,330,trainer,34,Ice,19,Dragon,2.0,rain,1.0,grass,choice_band,1.3,78,85,1,0,1.0,81.4,58.1,5,0,0,0,0.7567,0.195,0.315,0
29975,27,trainer,32,Poison,31,Fighting,2.0,clear,1.0,mountain,focus_sash,1.0,69,95,1,0,1.0,55.2,43.1,5,1,153,0,0.6396,0.519,0.151,1612
29976,849,trainer,37,Ice,45,Dragon,2.0,clear,1.0,water,berry,1.0,90,90,1,0,1.0,81.1,45.2,4,1,220,0,0.6328,0.87,0.079,2277
29977,55,trainer,78,Normal,77,Poison,0.5,sun,1.0,mountain,leftovers,1.05,103,100,1,0,1.0,46.4,60.4,3,1,369,1,0.5024,0.727,0.469,3804
29978,18,trainer,48,Ground,63,Bug,2.0,rain,1.0,grass,none,1.0,81,91,1,0,1.0,100.8,69.0,7,0,0,0,0.6771,0.152,0.477,0
29979,3,wild,59,Poison,48,Water,1.0,sun,1.0,mountain,focus_sash,1.0,103,82,0,0,1.0,0.0,78.0,4,1,250,0,0.6225,0.438,0.174,2476
29980,1296,wild,52,Psychic,31,Normal,0.5,sandstorm,1.0,mountain,berry,1.0,91,90,1,0,1.0,28.3,73.1,4,0,0,1,0.6097,0.519,0.926,0
29981,1438,wild,59,Dragon,44,Psychic,1.0,rain,1.0,urban,leftovers,1.05,66,63,1,0,1.0,46.2,67.8,3,1,180,0,0.6702,0.809,0.318,2148
29982,186,wild,41,Electric,10,Grass,2.0,sun,1.0,water,berry,1.0,96,81,1,1,1.5,137.1,62.9,1,1,48,0,0.8558,0.687,0.506,402
29983,1399,trainer,50,Fire,55,Dragon,1.0,clear,1.0,grass,none,1.0,66,100,1,0,1.0,30.3,54.4,6,1,271,1,0.5239,0.754,0.464,2780
29984,256,elite_four,34,Bug,50,Ground,0.5,sun,1.0,grass,none,1.0,62,100,1,0,1.0,18.5,70.3,5,0,0,0,0.4083,0.394,0.598,0
29985,252,gym,31,Poison,31,Ground,2.0,rain,1.0,cave,focus_sash,1.0,74,100,1,1,1.5,86.9,49.0,5,1,324,0,0.6838,0.887,0.194,7617
29986,954,elite_four,31,Rock,50,Flying,1.0,clear,1.0,grass,berry,1.0,77,94,1,0,1.0,33.4,55.5,4,0,0,0,0.4606,0.117,0.672,0
29987,82,wild,46,Poison,31,Normal,0.5,clear,1.0,water,leftovers,1.05,76,95,1,0,1.0,25.3,42.9,3,0,3,0,0.5022,0.623,0.743,104
29988,489,trainer,43,Fire,39,Poison,0.5,rain,0.5,cave,none,1.0,67,84,0,0,1.0,0.0,55.4,3,0,4,0,0.4103,0.232,0.819,4
29989,91,gym,43,Grass,39,Water,2.0,clear,1.0,urban,choice_band,1.3,63,79,1,0,1.0,73.1,37.3,7,1,380,1,0.6604,0.741,0.468,9649
29990,495,wild,55,Grass,39,Rock,1.0,clear,1.0,grass,focus_sash,1.0,61,100,1,0,1.0,30.8,30.2,5,1,173,0,0.5686,0.901,0.134,2011
29991,1883,trainer,45,Water,40,Normal,1.0,clear,1.0,cave,none,1.0,60,94,0,0,1.0,7.5,25.5,2,0,49,0,0.4732,0.339,0.64,0
29992,366,trainer,75,Grass,64,Normal,0.5,sun,1.0,grass,choice_band,1.3,83,93,1,0,1.0,47.8,52.2,3,1,316,0,0.5336,0.499,0.226,3174
29993,1063,wild,51,Rock,48,Psychic,1.0,clear,1.0,grass,berry,1.0,104,100,1,0,1.0,66.5,58.8,1,1,234,0,0.6179,0.91,0.299,2323
29994,1169,wild,45,Rock,36,Normal,1.0,rain,1.0,water,choice_band,1.3,97,91,0,0,1.0,6.0,70.7,10,1,189,0,0.6028,0.614,0.202,1862
29995,51,trainer,52,Dragon,58,Grass,1.0,clear,1.0,grass,focus_sash,1.0,78,96,1,0,1.0,46.5,44.8,4,0,26,0,0.5151,0.453,0.896,0
29996,1438,trainer,72,Normal,61,Ground,1.0,hail,1.0,cave,leftovers,1.05,64,66,0,0,1.0,0.0,67.8,5,1,315,0,0.5982,0.838,0.314,2984
29997,361,wild,32,Fire,35,Fire,0.5,sun,1.5,mountain,none,1.0,85,94,1,0,1.0,11.5,48.9,1,1,207,1,0.4477,0.429,0.444,1807
29998,944,gym,24,Fire,28,Rock,0.5,clear,1.0,grass,berry,1.0,106,94,1,0,1.0,9.3,61.8,5,1,320,0,0.4349,0.687,0.17,6873
29999,422,trainer,33,Dragon,32,Ground,1.0,sandstorm,1.0,mountain,berry,1.0,81,76,0,0,1.0,14.5,59.7,4,1,147,1,0.5472,0.694,0.052,1479
30000,1122,wild,45,Ice,38,Psychic,1.0,hail,1.0,cave,none,1.0,56,88,1,0,1.0,39.1,52.9,6,1,165,0,0.5901,0.888,0.156,1781
30001,612,wild,45,Flying,37,Flying,1.0,sun,1.0,grass,choice_band,1.3,118,96,1,0,1.0,79.9,51.4,4,1,145,1,0.6396,0.797,0.36,1774
30002,1632,wild,51,Fighting,34,Normal,1.0,clear,1.0,mountain,choice_band,1.3,63,93,1,0,1.0,51.3,64.4,4,0,11,0,0.6771,0.454,0.904,0
30003,97,trainer,38,Fighting,10,Rock,0.5,clear,1.0,grass,focus_sash,1.0,81,100,1,0,1.0,6.9,54.9,1,1,62,0,0.5737,0.859,0.483,437
30004,558,gym,28,Flying,29,Psychic,0.5,clear,1.0,cave,berry,1.0,55,96,1,0,1.0,13.0,64.4,6,0,0,0,0.4607,0.6,0.481,209
30005,1471,gym,33,Flying,35,Ghost,1.0,sun,1.0,mountain,none,1.0,71,84,1,0,1.0,32.6,49.4,5,0,0,0,0.5292,0.492,0.669,0
30006,717,gym,42,Psychic,45,Electric,2.0,sandstorm,1.0,grass,leftovers,1.05,61,90,1,0,1.0,61.7,36.8,5,0,0,1,0.6137,0.268,0.621,11
30007,1498,trainer,23,Water,30,Psychic,0.5,rain,1.5,cave,leftovers,1.05,101,100,1,0,1.0,29.3,59.8,4,0,30,1,0.477,0.192,0.895,0
30008,1134,wild,53,Ice,47,Psychic,1.0,rain,1.0,cave,berry,1.0,20,94,1,0,1.0,7.9,46.2,6,1,250,0,0.5303,0.764,0.326,2264
30009,1030,gym,35,Water,45,Flying,1.0,clear,1.0,cave,leftovers,1.05,73,82,1,0,1.0,22.6,64.8,6,1,477,0,0.5152,0.663,0.155,11554
30010,1768,trainer,57,Ice,61,Dragon,2.0,sun,1.0,mountain,berry,1.0,59,74,1,0,1.0,78.5,54.1,2,1,327,0,0.6682,0.806,0.404,3280
30011,344,wild,30,Flying,21,Dragon,1.0,clear,1.0,cave,none,1.0,63,95,1,0,1.0,26.8,70.5,6,1,118,0,0.6269,0.906,0.323,1037
30012,600,wild,32,Ice,32,Flying,1.0,rain,1.0,urban,focus_sash,1.0,95,100,1,0,1.0,20.7,37.6,6,1,165,0,0.4949,0.869,0.13,1624
30013,236,wild,33,Bug,14,Fire,1.0,clear,1.0,grass,choice_band,1.3,59,83,0,0,1.0,1.3,78.6,6,1,70,1,0.6621,0.809,0.068,799
30014,876,trainer,39,Water,59,Rock,0.5,rain,1.5,urban,none,1.0,60,69,0,0,1.0,0.5,70.5,2,1,294,0,0.4039,0.834,0.457,3074
30015,1350,trainer,80,Normal,90,Electric,2.0,clear,1.0,urban,none,1.0,86,90,1,0,1.0,155.1,73.6,3,1,410,0,0.761,0.651,0.209,4402
30016,626,wild,40,Rock,19,Ground,1.0,clear,1.0,cave,none,1.0,118,91,0,0,1.0,5.2,31.4,2,0,8,0,0.5646,0.086,0.411,115
30017,488,wild,46,Psychic,30,Psychic,1.0,clear,1.0,grass,none,1.0,118,92,1,0,1.0,65.9,25.9,7,1,172,0,0.6007,0.849,0.187,1468
30018,912,elite_four,43,Flying,53,Fighting,1.0,hail,1.0,urban,none,1.0,68,78,1,0,1.0,33.9,46.9,6,1,813,1,0.4846,0.893,0.649,2699
30019,1529,wild,48,Ground,28,Ground,0.5,clear,1.0,mountain,berry,1.0,95,86,1,0,1.0,19.6,41.2,2,0,0,0,0.5159,0.14,0.876,0
30020,1135,wild,36,Psychic,53,Dragon,0.5,clear,1.0,urban,berry,1.0,81,87,1,0,1.0,11.2,61.9,5,0,0,0,0.3748,0.463,0.497,0
30021,784,wild,35,Psychic,12,Grass,0.5,clear,1.0,urban,berry,1.0,89,92,1,0,1.0,20.0,57.3,4,1,53,0,0.5711,0.905,0.121,919
30022,1698,wild,62,Fire,43,Fighting,1.0,rain,0.5,cave,none,1.0,81,74,1,0,1.0,24.2,74.6,1,0,0,0,0.645,0.484,0.983,0
30023,94,wild,45,Bug,32,Psychic,2.0,rain,1.0,cave,none,1.0,102,93,0,0,1.0,0.0,61.0,7,1,156,0,0.6719,0.597,0.106,1601
30024,617,elite_four,49,Fire,59,Ground,1.0,sandstorm,1.0,urban,choice_band,1.3,116,74,1,0,1.0,72.6,32.9,3,1,858,0,0.498,0.669,0.549,3001
30025,954,trainer,36,Fighting,45,Psychic,2.0,sandstorm,1.0,cave,none,1.0,112,100,1,0,1.0,94.3,55.5,4,1,238,0,0.6667,0.877,0.371,2382
30026,1167,wild,52,Fire,28,Grass,1.0,clear,1.0,cave,choice_band,1.3,115,84,1,0,1.0,93.5,70.8,1,1,144,0,0.7605,0.58,0.527,1400
30027,322,wild,30,Grass,28,Rock,1.0,sun,1.0,urban,leftovers,1.05,86,96,1,0,1.0,38.3,42.1,6,1,153,0,0.5381,0.839,0.077,1411
30028,705,trainer,46,Poison,42,Ice,0.5,sun,1.0,grass,focus_sash,1.0,75,97,1,0,1.0,21.8,88.7,5,1,208,0,0.5571,0.537,0.086,2007
30029,1124,wild,70,Ghost,43,Ground,1.0,rain,1.0,urban,none,1.0,67,89,1,0,1.0,52.0,86.0,3,1,219,0,0.7613,0.496,0.23,2144
30030,1191,wild,78,Fire,49,Ice,0.5,clear,1.0,urban,none,1.0,86,79,1,1,1.5,58.8,73.4,5,1,244,1,0.6817,0.736,0.338,2415
30031,1362,gym,41,Dragon,41,Dragon,1.0,clear,1.0,water,none,1.0,51,95,1,0,1.0,15.2,57.4,6,1,389,0,0.5374,0.613,0.288,10306
30032,1054,elite_four,28,Dragon,50,Rock,1.0,clear,1.0,urban,none,1.0,51,77,1,0,1.0,11.5,69.1,5,1,768,1,0.4523,0.323,0.422,2459
30033,742,wild,56,Grass,42,Rock,1.0,sun,1.0,water,none,1.0,71,89,1,0,1.0,49.8,76.7,9,1,208,0,0.6891,0.922,0.085,2084
30034,190,wild,48,Ground,25,Flying,1.0,sandstorm,1.0,mountain,leftovers,1.05,66,99,1,0,1.0,45.6,62.1,2,0,0,0,0.6919,0.303,0.8,0
30035,1156,wild,35,Normal,42,Psychic,1.0,sun,1.0,cave,none,1.0,102,97,1,0,1.0,40.0,64.3,7,0,35,1,0.5506,0.287,0.535,26
30036,1461,trainer,27,Ice,12,Grass,2.0,clear,1.0,urban,berry,1.0,100,86,1,0,1.0,53.5,51.8,1,1,40,1,0.7175,0.746,0.071,568
30037,626,wild,41,Ice,24,Ghost,2.0,clear,1.0,grass,focus_sash,1.0,87,84,1,1,1.5,109.8,31.4,3,0,0,0,0.7407,0.19,0.895,0
30038,1543,wild,38,Electric,22,Flying,0.5,sun,1.0,water,focus_sash,1.0,92,100,1,0,1.0,23.2,54.2,2,1,113,0,0.5328,0.754,0.545,1096
30039,1080,gym,33,Ghost,33,Psychic,1.0,clear,1.0,urban,focus_sash,1.0,94,90,1,0,1.0,45.5,64.5,1,1,301,0,0.5921,0.814,0.311,8377
30040,412,wild,44,Flying,7,Dragon,1.0,clear,1.0,urban,none,1.0,81,77,1,0,1.0,53.5,46.6,4,1,9,0,0.7258,0.806,0.288,364
30041,848,wild,41,Ground,40,Rock,0.5,clear,1.0,grass,leftovers,1.05,50,100,1,0,1.0,4.1,44.5,1,0,4,0,0.4107,0.473,0.898,79
30042,800,trainer,34,Normal,37,Ground,1.0,clear,1.0,urban,berry,1.0,37,84,1,0,1.0,6.3,39.1,6,1,165,0,0.4657,0.542,0.151,2065
30043,910,wild,45,Rock,40,Ground,1.0,clear,1.0,mountain,none,1.0,71,100,1,0,1.0,39.4,52.1,3,1,180,1,0.5788,0.83,0.55,2100
30044,190,wild,38,Normal,29,Fighting,1.0,sun,1.0,grass,berry,1.0,66,95,1,0,1.0,35.3,62.1,7,0,0,1,0.6172,0.331,0.754,29
30045,1602,wild,38,Fire,47,Electric,1.0,rain,0.5,urban,focus_sash,1.0,131,87,1,0,1.0,25.9,53.4,7,1,207,0,0.4585,0.661,0.606,2359
30046,1829,wild,43,Dragon,42,Electric,2.0,clear,1.0,grass,berry,1.0,92,96,1,0,1.0,90.3,61.9,4,1,219,0,0.7185,0.664,0.072,2200
30047,682,trainer,70,Flying,67,Poison,2.0,clear,1.0,grass,leftovers,1.05,77,94,1,0,1.0,136.6,78.9,1,1,331,0,0.7988,0.445,0.154,3363
30048,1834,wild,25,Psychic,28,Psychic,1.0,clear,1.0,grass,none,1.0,65,90,1,0,1.0,18.5,63.9,4,1,151,1,0.5428,0.978,0.044,1644
30049,1792,trainer,24,Fighting,22,Fire,1.0,clear,1.0,urban,none,1.0,56,100,1,0,1.0,19.1,48.9,3,0,0,0,0.5311,0.159,0.658,0
30050,1640,wild,38,Ghost,19,Normal,1.0,sandstorm,1.0,grass,none,1.0,93,87,1,0,1.0,38.0,22.6,6,0,0,1,0.5735,0.478,0.813,25
30051,860,trainer,50,Water,49,Ground,1.0,sun,0.5,grass,none,1.0,83,100,1,0,1.0,28.8,50.0,8,1,230,0,0.5035,0.936,0.306,2218
30052,83,wild,73,Psychic,54,Bug,1.0,clear,1.0,grass,focus_sash,1.0,31,80,1,0,1.0,26.4,74.3,3,0,0,1,0.6803,0.472,0.642,0
30053,745,trainer,34,Grass,25,Ice,2.0,clear,1.0,mountain,berry,1.0,90,79,1,0,1.0,75.4,68.1,3,0,35,0,0.7474,0.034,0.735,0
30054,64,trainer,50,Ice,67,Water,2.0,sandstorm,1.0,urban,none,1.0,38,100,1,0,1.0,46.8,60.2,5,1,311,0,0.5848,0.544,0.406,3379
30055,275,trainer,30,Ghost,14,Fighting,1.0,sun,1.0,cave,none,1.0,64,99,1,0,1.0,32.5,48.4,8,0,0,0,0.6146,0.362,0.234,0
30056,932,trainer,69,Electric,80,Poison,0.5,clear,1.0,urban,berry,1.0,36,88,1,0,1.0,19.2,42.3,4,0,9,0,0.3664,0.405,0.38,30
30057,928,wild,75,Rock,56,Rock,1.0,clear,1.0,cave,none,1.0,108,88,0,1,1.5,3.1,51.4,7,0,44,0,0.601,0.216,0.556,134
30058,373,trainer,33,Fire,19,Ghost,1.0,clear,1.0,urban,berry,1.0,58,88,0,0,1.0,7.9,28.5,4,1,99,0,0.5261,0.78,0.558,1101
30059,1461,wild,32,Ghost,5,Grass,2.0,sun,1.0,water,berry,1.0,92,83,1,0,1.0,66.0,51.8,2,1,14,0,0.7746,0.547,0.191,95
30060,1722,gym,28,Water,24,Flying,1.0,clear,1.0,grass,none,1.0,102,94,1,0,1.0,29.6,73.2,6,0,7,0,0.613,0.338,0.52,86
30061,1200,trainer,19,Ghost,5,Rock,1.0,clear,1.0,grass,none,1.0,75,66,0,1,1.5,4.4,64.8,3,1,13,0,0.6106,0.475,0.436,430
30062,703,wild,27,Ground,24,Water,0.5,clear,1.0,grass,choice_band,1.3,65,92,1,0,1.0,17.0,67.3,4,0,22,0,0.4929,0.318,0.821,14
30063,1052,wild,53,Water,37,Normal,1.0,hail,1.0,cave,berry,1.0,87,94,1,1,1.5,77.5,79.8,5,1,207,0,0.7321,0.619,0.195,2015
30064,977,trainer,36,Dragon,21,Psychic,1.0,clear,1.0,urban,none,1.0,70,84,1,0,1.0,34.4,73.6,3,1,104,0,0.67,0.741,0.1,1008
30065,1063,wild,43,Rock,27,Flying,1.0,clear,1.0,grass,none,1.0,81,83,1,0,1.0,42.1,58.8,8,1,153,0,0.6499,0.81,0.146,1208
30066,767,trainer,39,Flying,41,Ground,1.0,clear,1.0,mountain,none,1.0,100,91,1,0,1.0,37.5,33.0,6,0,0,0,0.4944,0.378,0.805,0
30067,253,wild,40,Ghost,47,Normal,1.0,clear,1.0,urban,choice_band,1.3,72,93,1,0,1.0,44.4,65.1,2,0,0,0,0.558,0.281,0.85,0
30068,1056,trainer,54,Electric,48,Flying,0.5,sun,1.0,cave,choice_band,1.3,72,97,1,0,1.0,35.5,54.1,2,0,0,0,0.498,0.334,0.835,0
30069,1341,trainer,42,Electric,69,Fire,2.0,clear,1.0,cave,leftovers,1.05,81,91,1,0,1.0,81.5,63.5,1,1,373,1,0.5864,0.544,0.143,3466
30070,88,trainer,46,Electric,49,Ice,0.5,rain,1.0,grass,focus_sash,1.0,49,93,0,1,1.5,0.0,67.6,5,1,256,0,0.4426,0.645,0.335,2568
30071,1167,gym,51,Ghost,59,Rock,1.0,rain,1.0,grass,none,1.0,96,83,1,0,1.0,71.4,70.8,5,1,618,1,0.5999,0.377,0.146,14869
30072,1093,wild,29,Fighting,20,Flying,2.0,clear,1.0,mountain,none,1.0,88,91,1,0,1.0,68.3,72.3,3,1,94,0,0.7486,0.895,0.425,1038
30073,867,wild,35,Ghost,28,Dragon,2.0,clear,1.0,grass,leftovers,1.05,23,85,1,0,1.0,18.1,71.2,3,1,132,0,0.6876,0.713,0.347,1405
30074,508,wild,39,Grass,20,Grass,2.0,clear,1.0,cave,none,1.0,112,85,1,0,1.0,100.1,54.8,2,1,63,0,0.7816,0.632,0.133,1049
30075,1697,gym,63,Ground,64,Ground,0.5,clear,1.0,grass,leftovers,1.05,49,100,1,0,1.0,16.9,83.3,5,1,658,1,0.5127,0.787,0.107,15851
30076,1586,wild,43,Flying,11,Dragon,1.0,clear,1.0,mountain,focus_sash,1.0,41,100,1,0,1.0,20.8,59.1,6,1,63,0,0.6974,0.64,0.022,438
30077,689,trainer,40,Flying,34,Flying,1.0,clear,1.0,water,none,1.0,69,99,1,0,1.0,22.2,21.9,2,1,179,0,0.4875,0.986,0.03,1700
30078,1529,gym,41,Normal,44,Ground,1.0,sun,1.0,mountain,berry,1.0,75,96,1,0,1.0,31.5,41.2,4,1,412,0,0.5024,0.405,0.178,11152
30079,183,trainer,32,Bug,38,Psychic,2.0,rain,1.0,grass,choice_band,1.3,63,100,1,0,1.0,51.5,35.4,3,1,212,0,0.5837,0.567,0.501,2138
30080,1901,trainer,34,Ghost,51,Ice,1.0,rain,1.0,cave,choice_band,1.3,82,95,1,0,1.0,37.7,25.4,5,0,56,0,0.4019,0.505,0.956,0
