pokemon_id,happiness_score,above_threshold,trainer_pressed_b,evolved,pokemon_level,friendship_days,trainer_skill,pokemon_species,battle_performance_post,battle_performance_itt,y0,y1
677,244.5,1,0,1,28,82,51.6,Golbat,96.7,94.8,75.0,85.4
678,183.2,0,0,0,30,39,58.7,Golbat,64.4,73.2,74.3,86.8
679,230.3,1,0,1,40,61,49.6,Eevee,86.0,92.4,88.3,89.2
680,230.7,1,0,1,29,45,51.5,Eevee,95.2,91.6,81.7,96.4
681,264.7,1,1,0,23,91,52.6,Golbat,82.0,91.5,84.3,97.6
682,227.5,1,0,1,24,68,50.5,Golbat,96.4,82.2,65.7,89.4
683,210.7,0,0,0,22,62,51.3,Pichu,67.4,70.5,78.9,80.7
684,278.1,1,0,1,28,88,60.9,Chansey,94.3,95.8,83.1,89.7
685,221.0,1,0,1,22,57,46.1,Eevee,77.4,83.3,78.6,81.0
686,240.6,1,0,1,37,59,64.0,Chansey,95.8,93.7,85.3,97.0
687,191.8,0,0,0,30,54,41.7,Eevee,71.7,69.3,71.1,84.0
688,241.9,1,1,0,37,70,63.1,Pichu,89.7,92.2,87.1,95.1
689,217.7,0,0,0,27,46,54.5,Togepi,78.2,89.0,83.2,81.3
690,221.0,1,0,1,23,58,53.3,Togepi,86.5,91.6,73.8,82.7
691,216.7,0,0,0,45,63,64.4,Chansey,87.5,79.7,78.0,99.0
692,219.6,0,0,0,32,64,46.3,Togepi,80.2,78.2,79.8,93.7
693,273.1,1,0,1,35,80,52.6,Togepi,104.1,96.9,90.6,96.0
694,217.9,0,0,0,20,35,51.4,Pichu,86.9,69.7,76.0,80.2
695,197.2,0,0,0,28,51,42.1,Togepi,69.1,67.6,83.9,86.5
696,180.1,0,0,0,17,36,26.4,Golbat,70.6,61.3,67.6,81.9
697,242.8,1,0,1,31,62,45.5,Eevee,82.4,82.1,80.7,99.6
698,266.7,1,0,1,40,69,34.7,Pichu,99.9,97.7,90.9,87.2
699,195.3,0,0,0,19,36,38.1,Togepi,67.9,74.6,74.0,80.4
700,200.1,0,0,0,28,57,52.9,Chansey,72.0,70.7,72.4,87.9
701,188.3,0,0,0,27,60,44.6,Golbat,66.4,71.4,65.8,84.7
702,167.1,0,0,0,43,35,43.3,Eevee,60.1,68.9,72.5,88.9
703,173.1,0,0,0,30,20,44.9,Chansey,72.1,69.4,74.3,86.4
704,212.7,0,0,0,30,51,66.9,Chansey,72.7,76.2,79.4,89.5
705,170.3,0,0,0,36,41,42.8,Togepi,65.6,71.0,63.8,79.9
706,245.2,1,0,1,32,75,60.1,Eevee,100.9,95.4,80.7,97.9
707,178.3,0,0,0,26,42,40.9,Pichu,73.5,74.6,75.8,84.1
708,175.9,0,0,0,23,34,50.1,Chansey,65.4,74.9,75.4,89.8
709,170.3,0,0,0,30,26,65.3,Pichu,65.7,71.7,76.9,82.1
710,237.8,1,0,1,42,66,39.4,Pichu,99.7,92.8,72.6,97.9
711,275.0,1,0,1,43,72,69.6,Eevee,99.7,99.7,93.4,96.8
712,195.1,0,0,0,29,55,34.6,Pichu,70.6,73.2,70.1,82.9
713,218.4,0,0,0,27,59,51.6,Togepi,79.9,77.5,84.1,87.6
714,236.7,1,0,1,35,72,48.7,Togepi,100.9,103.6,73.9,94.6
715,197.8,0,0,0,17,47,65.8,Togepi,73.7,69.4,64.7,82.4
716,280.0,1,0,1,26,95,30.2,Pichu,92.6,98.0,81.4,92.1
717,230.2,1,0,1,35,56,67.5,Golbat,95.0,94.9,85.4,93.6
718,247.2,1,0,1,39,71,21.0,Pichu,84.6,99.7,78.8,91.0
719,241.6,1,0,1,32,56,75.5,Golbat,96.3,91.5,78.0,100.5
720,232.4,1,0,1,35,66,68.4,Togepi,92.8,95.2,77.9,101.3
721,232.4,1,0,1,18,60,67.4,Pichu,93.8,80.5,82.1,90.0
722,244.7,1,0,1,25,75,58.8,Golbat,91.8,87.9,90.1,91.8
723,218.5,0,0,0,29,73,53.8,Eevee,79.6,80.0,74.6,89.6
724,264.1,1,0,1,29,80,47.4,Eevee,95.9,96.5,83.1,94.9
725,230.6,1,0,1,23,60,54.1,Golbat,88.7,91.6,80.3,93.6
726,217.7,0,0,0,23,60,37.5,Togepi,70.8,79.6,67.4,84.6
727,163.8,0,0,0,29,47,37.7,Pichu,70.7,73.0,73.3,77.5
728,205.2,0,0,0,29,60,76.0,Golbat,76.2,75.4,69.1,90.2
729,249.1,1,0,1,37,72,29.2,Pichu,94.4,84.9,82.6,95.6
730,206.1,0,0,0,46,49,42.0,Pichu,80.2,82.4,77.6,89.7
731,237.0,1,0,1,34,66,52.1,Golbat,84.3,92.3,82.2,90.3
732,187.8,0,0,0,46,49,51.7,Chansey,73.5,75.0,89.7,91.7
733,206.9,0,0,0,29,69,53.8,Togepi,74.2,75.3,76.6,83.3
734,255.2,1,0,1,19,66,39.9,Golbat,82.6,92.8,74.0,90.8
735,165.3,0,0,0,29,46,59.9,Chansey,61.5,72.4,68.1,77.9
736,248.7,1,0,1,46,74,69.3,Chansey,100.1,96.1,94.8,94.9
737,259.1,1,0,1,37,77,60.6,Chansey,94.4,97.9,91.5,102.4
738,210.2,0,0,0,22,71,45.7,Togepi,81.8,70.2,70.6,90.6
739,228.3,1,0,1,24,68,69.1,Golbat,90.1,93.7,77.3,91.9
740,245.1,1,0,1,30,71,42.4,Pichu,88.5,99.1,84.8,90.4
741,231.2,1,0,1,27,62,53.3,Togepi,82.1,97.1,74.1,89.8
742,233.1,1,0,1,29,52,42.5,Eevee,84.9,82.9,78.0,85.3
743,215.3,0,0,0,18,73,22.1,Golbat,67.3,71.3,76.5,77.8
744,180.3,0,0,0,41,53,14.9,Togepi,73.6,75.1,67.3,82.2
745,226.8,1,0,1,15,50,73.7,Eevee,88.5,92.9,74.7,94.7
746,224.9,1,0,1,34,55,90.6,Togepi,94.8,104.5,73.8,106.5
747,183.0,0,0,0,36,49,59.1,Chansey,69.7,73.2,77.6,86.7
748,188.0,0,0,0,30,37,54.0,Togepi,81.3,68.5,64.9,87.4
749,241.1,1,0,1,29,66,52.0,Eevee,94.3,89.3,72.9,97.5
750,200.5,0,0,0,35,49,30.4,Golbat,74.8,78.7,75.0,96.3
751,190.5,0,0,0,34,38,38.8,Chansey,69.8,76.0,81.9,86.7
752,221.2,1,1,0,35,66,57.0,Togepi,89.4,99.1,74.9,82.5
753,206.3,0,0,0,36,60,66.6,Pichu,86.2,76.7,85.6,91.0
754,248.1,1,0,1,24,72,32.4,Eevee,87.6,80.7,80.6,95.7
755,183.4,0,0,0,30,42,60.4,Chansey,69.3,75.7,68.8,82.2
756,207.4,0,0,0,33,60,8.1,Chansey,73.9,76.8,69.3,93.7
757,229.6,1,0,1,30,71,77.9,Eevee,91.3,83.2,81.9,97.7
758,253.8,1,0,1,11,75,22.1,Eevee,92.4,86.7,77.5,93.7
759,229.0,1,0,1,25,50,85.8,Chansey,94.3,93.8,71.8,92.2
760,220.7,1,0,1,42,31,57.9,Eevee,85.5,81.9,88.2,98.2
761,165.7,0,0,0,18,32,35.6,Togepi,68.3,59.1,60.4,85.9
762,249.5,1,0,1,46,80,36.6,Eevee,101.9,106.0,89.7,93.2
763,227.4,1,0,1,35,69,40.5,Togepi,96.5,81.4,70.1,89.3
764,203.2,0,0,0,46,64,42.2,Chansey,72.8,78.5,82.2,89.4
765,193.5,0,0,0,37,55,51.4,Golbat,82.0,80.7,75.2,78.4
766,176.8,0,0,0,30,30,69.0,Chansey,70.7,79.0,67.2,87.9
767,239.1,1,0,1,32,68,66.7,Togepi,100.4,84.2,93.3,88.5
768,188.2,0,0,0,30,55,69.3,Eevee,67.6,77.1,76.0,89.4
769,226.7,1,0,1,29,61,79.7,Pichu,95.1,90.7,86.6,89.5
770,208.4,0,0,0,40,70,60.1,Togepi,70.8,76.6,83.6,80.9
771,216.1,0,0,0,30,71,38.0,Pichu,79.3,79.7,64.6,84.5
772,266.4,1,0,1,23,87,31.3,Chansey,96.2,90.1,86.3,91.1
773,213.8,0,0,0,18,54,63.3,Togepi,73.6,74.9,78.3,86.4
774,237.2,1,0,1,22,73,59.5,Golbat,80.8,87.8,78.6,89.7
775,196.3,0,0,0,34,38,21.5,Togepi,74.0,69.4,75.2,81.6
776,182.0,0,0,0,32,39,33.1,Golbat,65.0,70.1,59.2,84.0
777,276.6,1,0,1,22,83,46.1,Togepi,95.3,85.9,79.7,96.5
778,150.0,0,0,0,39,17,33.4,Togepi,63.6,62.9,63.4,88.1
779,190.5,0,0,0,25,42,43.0,Pichu,77.2,69.6,70.9,83.3
780,236.7,1,0,1,14,78,0.0,Eevee,86.3,80.4,72.6,81.6
781,169.3,0,0,0,25,29,37.5,Pichu,60.5,78.3,61.6,72.5
782,187.5,0,0,0,34,27,54.0,Golbat,74.1,75.8,69.3,96.0
783,187.3,0,0,0,34,58,39.3,Chansey,76.0,65.1,72.6,92.1
784,208.0,0,0,0,28,30,52.6,Togepi,81.6,74.7,74.3,81.7
785,211.8,0,0,0,25,44,48.7,Pichu,73.6,78.8,87.4,83.3
786,224.9,1,0,1,29,53,54.7,Chansey,88.8,90.4,82.0,92.2
787,184.2,0,0,0,27,31,57.6,Chansey,72.4,64.2,75.6,77.9
788,227.8,1,0,1,46,58,43.8,Eevee,105.1,89.0,94.3,103.1
789,226.6,1,0,1,39,50,25.7,Golbat,91.8,93.3,83.7,100.4
790,280.0,1,0,1,21,98,57.6,Eevee,97.3,90.3,86.9,92.9
791,222.9,1,0,1,30,67,20.8,Pichu,86.8,84.2,78.0,88.2
792,197.5,0,0,0,32,40,41.6,Golbat,69.4,67.1,75.5,83.0
793,228.2,1,0,1,39,60,47.8,Pichu,90.2,95.6,67.6,88.5
794,165.0,0,0,0,39,33,49.1,Togepi,71.2,72.6,65.0,79.9
795,220.1,1,0,1,27,59,44.8,Togepi,92.0,84.4,71.9,84.2
796,199.7,0,0,0,24,49,28.4,Eevee,76.8,71.0,68.9,84.7
797,229.1,1,0,1,22,63,55.1,Togepi,86.2,83.2,73.5,84.5
798,253.5,1,0,1,33,80,46.5,Togepi,104.0,102.4,84.0,88.3
799,235.3,1,0,1,38,68,51.1,Togepi,94.8,84.6,75.5,98.1
800,228.6,1,0,1,29,68,65.8,Eevee,98.5,86.8,81.5,89.7
