trainer_id,trainer_name,hometown,starter_type,starter_species,team_size,team_level_avg,team_level_max,team_avg_iv_total,team_avg_ev_total,type_diversity,trainer_experience,play_hours,strategy_score,wealth,cave_training,safari_zone_visits,dept_store_spending,potions_purchased,revives_used,tm_count,exp_share_used,held_item_count,rare_candy_used,gym_pokemon_center_visits,fishing_attempts,traded_pokemon_count,team_happiness_avg,team_friendship_max,badges,elite_four_attempted,elite_four_wins,champion_defeated,hall_of_fame_time,total_battles_won,total_pokemon_caught,pokedex_completion,patience,natural_talent,dedication,hometown_gym_type,region
885,AJ_3781,Pallet Town,Grass,Bulbasaur,6,50.2,53.4,76.5,205.4,2,7.4,293,73.4,4,0,4,2137,46,12,8,1,4,1,51,4,2,114.6,116.7,7,0,0,0,,173,46,30.5,42.67,71.9,36.73,None,Kanto
886,Gary_7945,Pewter City,Grass,Bulbasaur,3,25.9,31.0,51.7,283.8,1,0.0,257,36.1,3,1,3,1587,40,5,1,0,1,2,38,3,3,173.1,189.0,2,0,0,0,,153,25,16.6,79.47,18.57,44.48,Rock,Kanto
887,Falkner_3659,Pewter City,Grass,Bulbasaur,2,31.7,33.2,62.9,145.1,1,0.5,269,46.7,3,0,4,1151,36,11,7,0,1,1,36,2,3,117.0,138.1,2,0,0,0,,80,58,38.4,96.74,36.85,52.25,Rock,Kanto
888,Crystal_1595,Pewter City,Fire,Charmander,1,31.4,37.3,63.6,155.8,2,1.3,191,40.7,2,0,1,1328,9,1,7,0,1,0,21,1,2,110.4,135.0,2,0,0,0,,79,19,12.6,11.03,51.92,23.01,Rock,Kanto
889,Jasmine_5742,Cinnabar Island,Grass,Bulbasaur,3,25.9,37.3,80.4,196.8,3,1.2,264,53.3,3,0,4,1901,29,6,7,0,1,1,43,7,1,119.0,133.1,3,0,0,0,,68,45,29.8,46.6,91.15,42.18,Fire,Kanto
890,Giselle_6700,Pallet Town,Grass,Bulbasaur,6,37.8,38.0,47.2,250.8,1,2.6,192,36.1,3,1,1,1781,26,6,4,0,1,1,19,6,0,141.1,143.5,2,0,0,0,,107,40,26.5,40.04,20.24,19.35,None,Kanto
891,Green_3292,Saffron City,Grass,Bulbasaur,3,62.6,67.2,54.2,181.9,4,8.2,453,57.2,4,0,3,1457,68,12,13,0,6,2,60,3,0,172.8,191.9,5,0,0,0,,143,53,35.1,63.16,18.59,66.9,Psychic,Kanto
892,Green_7469,Cinnabar Island,Water,Squirtle,6,46.1,56.8,86.0,198.8,1,3.2,372,63.5,3,0,1,1800,47,9,10,1,0,1,60,2,0,171.1,189.3,5,0,0,0,,76,45,29.8,6.73,79.39,66.96,Fire,Kanto
893,Gary_8197,Fuchsia City,Water,Squirtle,6,31.5,64.4,51.2,241.5,1,1.8,253,58.9,3,1,6,2212,40,5,4,0,1,1,38,4,1,139.5,159.8,4,0,0,0,,63,59,39.1,99.51,42.25,42.53,Poison,Kanto
894,Sabrina_6636,Saffron City,Grass,Bulbasaur,6,66.5,72.6,79.4,271.0,1,11.9,548,77.8,4,1,4,2625,50,14,14,1,4,1,59,5,0,145.6,165.6,8,1,1,1,551.0,175,67,44.4,74.23,65.16,68.71,Psychic,Kanto
895,Koga_5645,Cinnabar Island,Water,Squirtle,6,37.0,37.8,54.4,109.3,6,7.8,167,67.9,2,0,4,1735,21,6,8,1,1,1,26,6,2,171.3,195.3,6,0,0,0,,146,41,27.2,91.7,1.61,4.32,Fire,Kanto
896,AJ_5360,Lavender Town,Grass,Bulbasaur,4,66.8,68.0,31.3,209.9,1,13.0,423,62.5,2,1,4,1378,36,10,10,0,3,1,54,4,2,167.6,175.6,6,0,0,0,,183,61,40.4,96.94,5.19,45.96,Ghost,Kanto
897,Bill_5883,Viridian City,Grass,Bulbasaur,4,29.2,53.2,48.9,123.0,3,2.9,156,20.0,2,0,1,1293,31,6,6,0,1,0,28,2,1,131.4,143.3,1,0,0,0,,101,45,29.8,18.57,41.1,12.61,Ground,Kanto
898,Lorelei_1607,Lavender Town,Fire,Charmander,5,36.3,41.9,48.4,228.7,5,1.6,478,16.3,2,0,1,894,65,10,12,1,3,1,43,2,0,155.2,184.4,2,0,0,0,,51,74,49.0,29.57,3.4,83.37,Ghost,Kanto
899,Surge_8448,Pallet Town,Water,Squirtle,4,32.7,32.9,61.6,131.9,3,4.6,190,42.2,2,0,0,1329,23,3,8,1,1,0,22,3,3,140.2,184.3,2,0,0,0,,120,41,27.2,12.8,45.04,20.42,None,Kanto
900,Bugsy_9294,Pallet Town,Grass,Bulbasaur,5,33.5,37.0,86.2,218.4,2,2.4,452,67.1,2,0,5,1337,55,16,13,0,3,1,53,4,2,193.8,200.3,4,0,0,0,,58,78,51.7,84.34,48.08,78.05,None,Kanto
901,Tracey_9131,Celadon City,Fire,Charmander,1,39.7,40.2,87.9,192.5,3,2.0,410,59.1,3,0,3,1954,43,11,8,0,3,0,49,6,1,137.2,141.2,5,0,0,0,,126,76,50.3,73.13,91.97,76.97,Grass,Kanto
902,Jasmine_2814,Vermilion City,Fire,Charmander,6,32.9,43.2,56.9,185.6,1,3.0,398,39.5,3,0,0,1702,49,6,4,0,1,0,52,3,3,107.0,124.2,2,0,0,0,,124,56,37.1,16.22,24.1,54.69,Electric,Kanto
903,Chuck_2998,Vermilion City,Fire,Charmander,6,51.8,53.3,87.7,224.5,3,11.2,358,65.5,3,1,4,1146,31,7,8,1,2,1,37,5,1,165.7,201.4,6,0,0,0,,192,49,32.5,54.74,91.16,38.06,Electric,Kanto
904,Brock_3726,Pallet Town,Water,Squirtle,3,47.6,50.9,83.2,282.6,1,4.9,589,60.0,2,1,3,1361,74,16,16,0,4,1,50,5,0,171.2,172.6,5,0,0,0,,71,78,51.7,14.03,97.42,98.79,None,Kanto
905,Ash_7999,Fuchsia City,Grass,Bulbasaur,1,62.9,66.0,53.5,315.9,2,9.3,514,47.9,3,1,5,1747,63,11,8,0,2,0,65,8,2,154.5,195.0,4,0,0,0,,139,68,45.0,57.65,19.59,66.19,Poison,Kanto
906,Gary_9748,Cinnabar Island,Fire,Charmander,6,21.6,35.4,70.6,117.6,3,1.5,131,60.5,3,0,9,1127,10,1,8,1,2,0,23,3,0,151.0,192.2,3,0,0,0,,96,55,36.4,93.26,52.97,6.93,Fire,Kanto
907,Duplica_7950,Vermilion City,Water,Squirtle,5,62.6,63.8,73.3,278.5,1,8.0,412,61.0,4,1,2,2319,44,8,12,0,0,4,62,6,0,118.8,119.2,6,0,0,0,,152,44,29.1,11.98,77.61,59.42,Electric,Kanto
908,Karen_8456,Fuchsia City,Water,Squirtle,6,21.5,26.5,75.6,286.1,3,1.9,167,53.5,2,1,3,1102,20,8,2,0,2,0,16,6,1,186.9,215.2,2,0,0,0,,71,38,25.2,61.97,64.24,24.78,Poison,Kanto
909,Lara_8119,Cerulean City,Water,Squirtle,6,43.5,47.0,74.7,94.5,1,5.2,138,46.7,2,0,0,729,27,4,6,0,5,1,24,4,1,117.9,130.1,2,0,0,0,,112,28,18.5,4.25,56.72,14.59,Water,Kanto
910,Lara_9772,Fuchsia City,Grass,Bulbasaur,4,51.4,62.9,54.7,171.9,3,8.9,398,52.1,2,0,4,1902,48,10,12,0,1,0,58,6,0,153.6,175.6,4,0,0,0,,161,64,42.4,57.39,4.6,54.12,Poison,Kanto
911,Green_5915,Cerulean City,Fire,Charmander,3,47.3,90.8,44.4,280.5,2,6.6,536,40.8,3,1,0,1387,48,16,14,1,4,2,69,3,2,181.1,196.8,4,0,0,0,,115,65,43.0,5.8,30.03,85.89,Water,Kanto
912,Chuck_2836,Lavender Town,Grass,Bulbasaur,6,44.1,52.2,64.6,132.9,1,2.6,379,46.9,3,0,1,1743,47,7,11,0,3,2,40,3,0,119.7,122.2,2,0,0,0,,94,45,29.8,9.91,29.08,65.23,Ghost,Kanto
913,Lorelei_4337,Lavender Town,Water,Squirtle,1,49.2,49.5,55.2,273.1,4,5.6,608,51.8,4,1,3,2311,66,11,10,0,3,3,74,5,0,177.2,182.2,6,0,0,0,,159,79,52.3,97.37,18.65,97.81,Ghost,Kanto
914,Koga_9948,Cerulean City,Fire,Charmander,3,45.9,47.4,90.0,208.3,2,8.9,181,73.5,3,1,6,1758,22,7,8,0,1,2,26,10,2,147.1,155.4,7,0,0,0,,152,47,31.1,95.04,74.07,9.11,Water,Kanto
915,James_4808,Saffron City,Water,Squirtle,6,35.8,36.0,80.7,123.0,1,4.2,254,54.8,3,0,4,1504,39,5,9,0,4,1,27,7,0,150.4,156.0,4,0,0,0,,121,33,21.9,32.17,93.84,23.61,Psychic,Kanto
916,Yellow_5075,Vermilion City,Fire,Charmander,3,30.8,38.7,71.6,184.1,1,0.2,298,41.0,3,0,1,1587,45,13,10,0,1,3,44,2,1,112.9,145.6,2,0,0,0,,120,46,30.5,27.66,73.49,54.64,Electric,Kanto
917,Koga_6905,Saffron City,Water,Squirtle,6,40.1,72.8,52.7,117.7,1,5.9,119,59.7,3,0,2,2301,12,6,5,0,3,1,26,3,1,119.1,120.8,5,0,0,0,,149,32,21.2,39.96,43.43,9.44,Psychic,Kanto
918,Aya_2501,Celadon City,Fire,Charmander,5,18.3,18.6,76.5,198.0,3,0.0,10,49.5,4,1,1,2119,2,4,3,0,3,1,8,6,0,138.7,158.8,2,0,0,0,,68,9,6.0,50.87,54.9,0.64,Grass,Kanto
919,Lance_8896,Cerulean City,Grass,Bulbasaur,5,35.6,40.1,71.8,164.6,3,0.2,359,56.4,4,0,7,1968,46,12,5,0,3,0,49,1,1,107.1,126.4,4,0,0,0,,96,46,30.5,3.46,96.67,63.85,Water,Kanto
920,Crystal_7926,Fuchsia City,Grass,Bulbasaur,6,34.3,34.9,83.1,165.7,2,2.3,87,59.6,3,0,4,2058,9,7,4,1,1,0,18,6,2,118.5,150.7,4,0,0,0,,71,38,25.2,59.82,99.09,9.31,Poison,Kanto
921,Duplica_4218,Lavender Town,Grass,Bulbasaur,6,35.2,42.3,47.6,216.8,4,0.3,370,31.7,3,0,4,1893,60,14,16,0,0,1,53,5,2,150.6,167.4,2,0,0,0,,90,68,45.0,72.17,4.94,72.53,Ghost,Kanto
922,Gold_7470,Pallet Town,Fire,Charmander,2,36.7,55.0,87.1,252.4,3,0.5,259,55.0,3,0,3,1508,37,15,5,0,1,1,35,6,2,120.8,125.5,5,0,0,0,,73,43,28.5,3.13,72.08,35.85,None,Kanto
923,Green_1014,Celadon City,Grass,Bulbasaur,6,43.6,45.0,51.2,283.7,4,5.6,562,33.6,4,0,5,2529,75,14,7,0,1,1,58,7,2,121.7,124.3,3,0,0,0,,71,74,49.0,56.29,14.79,88.57,Grass,Kanto
924,Brock_1585,Fuchsia City,Fire,Charmander,3,25.9,40.5,55.3,236.1,2,0.5,301,21.0,4,1,2,1771,37,10,8,0,2,0,31,1,0,150.7,154.4,1,0,0,0,,14,40,26.5,25.96,6.3,51.81,Poison,Kanto
925,Daisy_9554,Pallet Town,Grass,Bulbasaur,6,41.8,61.0,43.8,218.5,2,1.9,474,54.8,2,1,7,1209,48,12,8,0,1,0,55,2,0,121.7,137.0,2,0,0,0,,152,83,55.0,98.43,17.18,70.57,None,Kanto
926,AJ_8927,Cerulean City,Water,Squirtle,3,47.9,63.9,63.0,143.0,2,5.1,493,53.4,4,0,9,1986,50,11,6,1,2,1,49,1,3,182.9,196.5,5,0,0,0,,80,63,41.7,63.76,33.75,75.92,Water,Kanto
927,Morty_5111,Viridian City,Grass,Bulbasaur,6,35.9,39.3,82.3,230.1,3,7.5,310,85.8,2,1,6,1255,45,5,4,1,3,0,35,5,3,169.1,178.5,8,1,1,1,323.0,124,49,32.5,79.53,92.96,35.34,Ground,Kanto
928,Erika_9687,Viridian City,Fire,Charmander,6,71.4,74.5,61.8,287.5,1,11.4,477,51.4,4,1,3,2266,47,12,15,1,1,0,46,1,1,147.4,156.8,6,0,0,0,,202,86,57.0,40.65,25.32,69.39,Ground,Kanto
929,Ash_2634,Cinnabar Island,Fire,Charmander,4,25.0,63.1,64.4,187.8,2,0.3,42,48.3,4,1,4,1951,14,2,0,1,2,2,14,7,0,140.8,159.6,3,0,0,0,,90,24,15.9,85.39,71.13,10.37,Fire,Kanto
930,Jasmine_4076,Celadon City,Grass,Bulbasaur,5,30.8,40.6,86.0,182.0,1,1.4,451,65.1,1,0,3,896,51,12,13,0,6,0,55,2,1,144.7,246.2,5,0,0,0,,94,72,47.7,44.99,99.88,82.2,Grass,Kanto
931,Falkner_2429,Pewter City,Water,Squirtle,6,72.9,84.9,65.9,247.7,4,15.0,238,70.3,3,1,4,2098,22,7,8,1,1,2,30,4,2,179.1,181.4,7,0,0,0,,235,46,30.5,76.06,22.35,19.63,Rock,Kanto
932,Gary_6709,Fuchsia City,Water,Squirtle,6,72.2,81.4,45.3,222.9,2,15.0,293,42.3,3,1,2,1668,43,4,4,0,3,0,35,3,1,217.9,219.3,5,0,0,0,,200,47,31.1,43.08,14.43,9.54,Poison,Kanto
933,Green_6282,Cerulean City,Fire,Charmander,2,26.4,33.3,61.2,160.9,1,2.4,179,25.5,4,0,2,1943,15,6,0,1,2,1,29,2,0,148.1,150.3,1,0,0,0,,98,46,30.5,63.69,28.18,8.18,Water,Kanto
934,Lorelei_9316,Pallet Town,Water,Squirtle,6,31.4,50.4,72.3,276.3,2,0.4,385,63.2,2,1,4,1239,53,8,9,0,4,1,43,12,3,155.2,155.4,4,0,0,0,,76,81,53.6,85.47,78.11,70.04,None,Kanto
935,Lara_8722,Viridian City,Water,Squirtle,3,70.9,93.4,50.4,342.1,3,9.9,655,53.6,3,1,5,1710,70,15,10,1,4,0,81,3,0,184.1,197.8,7,0,0,0,,147,100,66.2,77.95,10.24,97.14,Ground,Kanto
936,Brock_9157,Pallet Town,Water,Squirtle,6,41.6,45.1,72.5,137.2,1,5.1,151,54.4,2,0,3,1361,30,3,8,1,1,3,17,7,1,128.8,146.9,4,0,0,0,,97,27,17.9,67.82,57.35,19.76,None,Kanto
937,Blue_7551,Cerulean City,Fire,Charmander,5,26.2,30.2,79.7,131.2,1,0.4,193,40.0,3,0,0,1605,32,7,6,0,2,4,31,3,2,112.7,135.5,1,0,0,0,,45,27,17.9,22.72,86.33,20.45,Water,Kanto
938,Tracey_3779,Viridian City,Water,Squirtle,4,30.8,35.6,71.4,155.6,1,3.2,129,52.1,3,0,1,1362,22,2,11,0,1,0,14,4,1,144.4,159.9,3,0,0,0,,49,40,26.5,32.11,56.19,8.7,Ground,Kanto
939,Bill_9061,Cerulean City,Grass,Bulbasaur,1,44.0,47.4,61.9,317.0,2,4.6,499,43.7,4,1,1,2074,72,12,12,1,0,1,55,3,0,136.3,152.9,4,0,0,0,,118,67,44.4,36.02,28.34,71.41,Water,Kanto
940,Surge_9164,Saffron City,Water,Squirtle,2,28.5,34.5,58.3,133.1,2,3.2,10,28.8,4,0,1,2023,11,1,5,0,3,2,8,5,3,131.9,134.9,0,0,0,0,,117,18,11.9,55.27,22.06,6.64,Psychic,Kanto
941,Koga_1397,Pallet Town,Water,Squirtle,4,37.3,38.3,48.0,251.1,2,3.4,97,34.2,4,1,1,2159,16,4,7,1,4,0,13,6,0,150.7,157.2,3,0,0,0,,122,20,13.2,39.4,8.56,12.67,None,Kanto
942,Giselle_9590,Vermilion City,Water,Squirtle,5,26.2,26.2,58.1,152.9,4,0.3,381,34.6,2,0,2,969,40,12,4,0,1,1,40,7,0,163.2,165.3,3,0,0,0,,92,45,29.8,47.79,36.25,54.48,Electric,Kanto
943,Jessie_8732,Lavender Town,Water,Squirtle,6,49.4,58.1,68.6,258.1,1,5.4,339,46.3,2,1,0,1315,39,13,11,1,3,1,46,9,0,154.5,168.7,4,0,0,0,,122,53,35.1,13.74,76.73,43.87,Ghost,Kanto
944,AJ_8338,Viridian City,Fire,Charmander,2,26.6,28.5,72.1,137.0,6,1.1,321,61.8,3,0,5,1560,51,18,6,0,1,0,43,3,4,176.4,179.2,5,0,0,0,,92,50,33.1,81.35,74.06,50.43,Ground,Kanto
945,James_8083,Lavender Town,Water,Squirtle,6,38.3,42.2,66.0,246.9,4,1.7,448,53.4,2,1,1,933,43,7,8,1,1,3,57,4,0,164.6,165.1,5,0,0,0,,105,64,42.4,82.32,67.15,67.83,Ghost,Kanto
946,Blue_6012,Pallet Town,Fire,Charmander,3,46.6,56.2,63.3,249.1,3,6.0,428,56.4,4,1,2,2573,46,7,12,1,1,2,46,3,0,127.2,166.5,5,0,0,0,,129,70,46.4,40.89,61.05,53.43,None,Kanto
947,Bill_6703,Pewter City,Water,Squirtle,5,40.9,41.9,60.8,239.8,6,2.4,379,52.3,2,0,4,926,55,9,10,0,0,0,50,3,1,131.2,143.8,6,0,0,0,,41,56,37.1,67.67,46.82,79.23,Rock,Kanto
948,Blue_4497,Lavender Town,Water,Squirtle,1,41.2,42.4,52.4,251.7,2,2.4,274,53.7,4,1,4,2248,43,7,7,1,1,3,42,7,2,162.5,163.5,6,0,0,0,,148,56,37.1,75.35,17.47,55.36,Ghost,Kanto
949,Jessie_7482,Lavender Town,Water,Squirtle,3,36.3,56.2,79.5,163.3,1,7.1,243,51.6,2,0,1,890,25,12,6,0,2,1,23,2,0,112.9,137.4,3,0,0,0,,171,38,25.2,19.14,51.71,19.09,Ghost,Kanto
950,Yellow_5624,Vermilion City,Grass,Bulbasaur,2,56.6,62.0,65.7,298.3,5,4.3,660,58.2,3,1,0,2031,63,19,16,0,1,1,77,1,0,123.8,133.0,5,0,0,0,,102,69,45.7,13.46,74.73,96.36,Electric,Kanto
951,Clair_3299,Pewter City,Fire,Charmander,3,26.2,27.0,58.3,129.6,3,0.7,98,18.6,4,0,8,1667,23,2,8,1,2,1,15,4,0,113.4,131.6,1,0,0,0,,112,25,16.6,19.57,0.96,13.51,Rock,Kanto
952,Duplica_8581,Vermilion City,Water,Squirtle,6,53.3,74.8,59.8,282.5,3,6.6,499,62.3,4,1,5,2332,77,14,19,0,5,2,68,1,1,149.5,180.2,6,0,0,0,,110,65,43.0,45.0,16.91,89.47,Electric,Kanto
953,Surge_6523,Pallet Town,Grass,Bulbasaur,6,81.7,82.0,86.0,329.9,4,15.0,445,95.9,3,1,3,2034,59,11,13,1,4,1,50,4,1,192.1,203.0,8,1,1,1,469.0,245,72,47.7,70.6,94.06,54.7,None,Kanto
954,Misty_6858,Fuchsia City,Water,Squirtle,5,34.9,35.9,48.4,130.6,3,2.8,285,55.5,1,0,2,670,28,3,7,0,2,1,35,7,1,143.1,151.3,4,0,0,0,,52,52,34.4,98.31,9.72,40.67,Poison,Kanto
955,Tracey_2542,Pewter City,Grass,Bulbasaur,6,57.4,60.3,76.4,253.5,3,8.6,408,66.5,1,1,2,630,46,8,8,0,1,0,43,4,1,160.2,176.6,7,0,0,0,,93,41,27.2,67.62,78.55,33.08,Rock,Kanto
956,Blue_8839,Saffron City,Water,Squirtle,6,42.3,56.4,46.0,117.4,4,4.3,220,46.6,3,0,2,2377,42,5,9,1,2,0,26,7,2,151.0,157.1,5,0,0,0,,128,61,40.4,75.3,23.38,35.73,Psychic,Kanto
957,Giovanni_9893,Saffron City,Grass,Bulbasaur,6,38.3,48.8,70.6,199.6,1,3.0,264,66.4,3,1,0,1765,42,5,7,0,1,2,27,4,1,154.9,162.0,4,0,0,0,,135,28,18.5,58.2,98.91,39.87,Psychic,Kanto
958,Brock_3282,Pewter City,Grass,Bulbasaur,5,36.2,41.8,68.7,136.0,1,5.4,227,62.2,3,0,2,1827,41,4,13,0,3,2,33,9,1,144.0,149.7,3,0,0,0,,76,45,29.8,74.46,77.23,41.6,Rock,Kanto
959,Pryce_1980,Vermilion City,Water,Squirtle,4,29.8,47.0,56.7,232.2,2,1.9,272,37.6,3,1,0,1569,39,9,5,1,3,0,39,2,2,82.0,125.4,2,0,0,0,,105,39,25.8,56.64,28.67,48.7,Electric,Kanto
960,Gary_7188,Saffron City,Grass,Bulbasaur,4,42.5,49.6,57.0,151.4,5,3.7,305,54.4,3,0,5,1561,28,9,5,0,0,2,36,9,1,129.6,134.0,5,0,0,0,,89,55,36.4,72.7,37.11,36.63,Psychic,Kanto
961,Koga_7519,Pewter City,Water,Squirtle,6,41.1,51.4,78.7,275.7,2,5.2,306,66.4,2,1,4,1796,34,10,4,0,3,2,43,6,3,170.6,178.1,5,0,0,0,,112,50,33.1,66.31,82.16,30.5,Rock,Kanto
962,Lorelei_7371,Celadon City,Water,Squirtle,6,40.2,47.7,59.7,209.8,1,6.8,329,40.6,3,1,2,1529,39,8,7,1,2,1,43,5,2,140.9,142.4,2,0,0,0,,88,60,39.7,12.06,78.27,54.59,Grass,Kanto
963,Lara_9848,Cinnabar Island,Fire,Charmander,6,57.1,63.8,59.5,256.6,4,9.0,513,44.1,4,1,3,2394,72,17,19,0,5,2,53,3,2,129.5,135.5,5,0,0,0,,149,69,45.7,25.54,29.2,77.91,Fire,Kanto
964,Agatha_6862,Cinnabar Island,Fire,Charmander,6,24.8,25.8,69.2,212.4,1,0.8,269,52.2,2,1,5,649,44,9,9,0,2,1,30,4,0,171.7,174.3,2,0,0,0,,97,48,31.8,62.46,77.7,49.1,Fire,Kanto
965,Blaine_7872,Lavender Town,Water,Squirtle,5,44.1,45.7,64.5,251.4,3,5.8,337,60.9,3,1,3,1585,39,12,10,0,3,2,40,3,1,146.9,148.9,5,0,0,0,,119,43,28.5,96.63,24.79,46.62,Ghost,Kanto
966,Silver_4677,Pallet Town,Water,Squirtle,3,27.1,70.2,46.8,141.5,1,1.4,328,17.4,2,0,3,800,27,9,10,0,1,2,31,4,0,104.6,123.4,0,0,0,0,,110,46,30.5,14.71,5.67,54.07,None,Kanto
967,Chuck_3356,Fuchsia City,Grass,Bulbasaur,6,51.1,60.0,51.0,200.7,4,13.8,181,54.2,4,1,2,2491,9,8,5,1,2,0,35,2,4,123.4,186.7,6,0,0,0,,192,36,23.8,52.83,36.78,5.87,Poison,Kanto
968,Green_8879,Fuchsia City,Water,Squirtle,6,23.5,28.9,61.6,59.4,1,1.4,141,35.1,3,0,3,1565,13,6,4,0,0,1,28,2,2,139.6,146.8,0,0,0,0,,109,38,25.2,39.29,18.83,2.45,Poison,Kanto
969,Karen_9793,Saffron City,Water,Squirtle,6,65.6,81.6,64.6,268.0,6,11.9,400,75.1,2,1,6,1120,63,6,11,1,6,1,51,7,4,131.5,154.8,8,1,1,1,416.0,182,66,43.7,78.53,48.5,43.12,Psychic,Kanto
970,Janine_7668,Fuchsia City,Fire,Charmander,6,37.1,38.4,102.8,257.6,4,0.4,561,45.3,3,1,1,2262,76,12,9,0,1,1,63,8,3,144.7,179.7,5,0,0,0,,74,71,47.0,0.09,85.61,93.41,Poison,Kanto
971,Morty_3030,Cinnabar Island,Fire,Charmander,6,37.2,46.9,71.9,139.1,2,2.8,282,63.6,2,0,2,1387,27,6,5,0,2,1,42,3,3,114.2,115.9,4,0,0,0,,73,55,36.4,36.31,72.23,26.19,Fire,Kanto
972,Daisy_6254,Cinnabar Island,Grass,Bulbasaur,4,52.2,59.8,43.1,173.0,2,10.2,165,40.0,2,0,2,1276,22,4,4,1,5,0,18,4,2,132.8,136.7,4,0,0,0,,183,31,20.5,4.61,24.21,12.12,Fire,Kanto
973,Blaine_3524,Cerulean City,Fire,Charmander,5,34.0,35.2,43.8,168.7,1,0.9,323,45.0,3,0,0,1226,41,9,3,1,0,1,42,1,1,103.2,104.0,2,0,0,0,,58,33,21.9,23.99,13.87,54.09,Water,Kanto
974,Gary_2859,Cerulean City,Grass,Bulbasaur,6,31.4,58.5,84.3,156.7,1,0.8,261,59.0,3,0,1,1720,38,7,8,0,1,2,33,1,0,146.3,151.1,2,0,0,0,,105,36,23.8,30.62,82.55,35.39,Water,Kanto
975,Richie_2628,Lavender Town,Grass,Bulbasaur,2,31.4,33.0,42.4,248.1,3,1.2,486,57.3,2,1,7,1819,56,13,10,0,1,2,56,6,2,165.2,176.7,4,0,0,0,,85,84,55.6,99.05,17.44,90.99,Ghost,Kanto
976,Koga_1842,Cerulean City,Grass,Bulbasaur,4,46.0,80.7,63.6,172.1,2,6.2,347,43.4,3,0,2,1585,57,10,6,0,1,0,40,3,0,159.9,187.6,3,0,0,0,,172,51,33.8,20.96,59.31,44.18,Water,Kanto
977,Lara_2714,Pallet Town,Fire,Charmander,4,29.4,32.7,86.0,226.6,6,2.7,177,73.6,2,1,5,391,14,7,5,0,1,1,27,5,0,122.5,146.3,6,0,0,0,,118,38,25.2,95.21,94.23,15.51,None,Kanto
978,Misty_9801,Celadon City,Fire,Charmander,6,26.9,28.6,94.6,262.1,2,0.1,362,60.1,5,1,3,2288,54,15,4,0,1,1,45,8,1,129.9,137.5,4,0,0,0,,62,59,39.1,49.32,96.81,45.54,Grass,Kanto
979,Chuck_8913,Celadon City,Water,Squirtle,6,68.8,68.9,76.8,272.1,3,13.0,540,83.3,3,1,9,1772,63,11,10,1,2,0,66,5,1,148.8,168.7,8,1,1,1,546.0,188,82,54.3,90.8,65.76,86.98,Grass,Kanto
980,Misty_5121,Pallet Town,Grass,Bulbasaur,6,21.2,22.2,73.6,211.0,6,1.3,263,54.1,3,1,5,1516,39,4,3,1,1,0,45,7,1,125.0,138.4,4,0,0,0,,81,53,35.1,77.28,58.97,24.51,None,Kanto
981,Gary_8197,Viridian City,Water,Squirtle,5,55.4,61.2,93.0,250.8,6,8.1,423,60.9,4,1,0,2402,62,8,16,0,3,1,41,4,0,133.6,148.1,7,0,0,0,,152,48,31.8,20.74,87.95,63.39,Ground,Kanto
982,AJ_7947,Lavender Town,Fire,Charmander,5,51.6,53.0,55.3,157.5,5,6.6,416,50.4,3,0,3,1617,52,12,10,1,0,0,56,2,1,139.7,156.8,6,0,0,0,,187,75,49.7,52.35,18.49,72.52,Ghost,Kanto
983,Gold_4058,Cerulean City,Fire,Charmander,6,39.0,41.2,84.5,187.5,4,3.3,374,82.0,4,0,5,1708,36,9,9,1,4,1,48,6,0,110.6,136.8,6,0,0,0,,107,75,49.7,94.03,94.53,50.0,Water,Kanto
984,Blue_5121,Pallet Town,Fire,Charmander,4,30.4,33.1,81.5,96.8,1,3.2,80,41.3,4,0,0,2440,13,3,0,0,1,2,15,6,4,117.8,128.9,1,0,0,0,,90,23,15.2,42.34,76.31,2.32,None,Kanto
985,Bruno_2333,Vermilion City,Water,Squirtle,6,48.6,50.6,76.7,261.7,2,11.1,378,72.9,4,1,3,1712,39,12,11,1,4,0,39,5,0,95.2,100.4,7,0,0,0,,223,55,36.4,27.16,63.48,42.8,Electric,Kanto
986,Bugsy_3049,Saffron City,Water,Squirtle,3,18.3,19.1,62.9,127.0,2,0.7,163,35.7,3,0,7,1428,35,3,3,1,1,0,22,4,1,176.8,177.0,1,0,0,0,,73,50,33.1,96.88,11.47,23.02,Psychic,Kanto
987,Surge_9864,Lavender Town,Grass,Bulbasaur,1,63.6,64.3,77.1,277.2,2,8.7,467,56.7,3,1,6,1821,59,12,14,1,5,0,62,3,1,137.7,143.9,6,0,0,0,,211,52,34.4,37.13,60.04,76.46,Ghost,Kanto
988,Ash_4692,Fuchsia City,Water,Squirtle,1,28.7,39.9,55.3,175.1,3,0.6,167,47.9,4,1,2,1705,22,3,4,1,1,2,30,6,1,161.4,165.5,3,0,0,0,,37,21,13.9,10.81,46.17,27.13,Poison,Kanto
989,Richie_3544,Cerulean City,Water,Squirtle,6,49.2,51.8,76.1,308.5,2,5.3,557,77.2,2,1,2,1286,60,12,13,0,0,0,77,8,2,161.6,174.4,6,0,0,0,,78,75,49.7,82.62,93.66,80.87,Water,Kanto
990,Yellow_6139,Cerulean City,Grass,Bulbasaur,6,40.8,42.8,44.9,186.8,1,1.7,353,36.5,4,0,6,2051,47,10,13,0,3,1,37,5,0,124.7,129.0,2,0,0,0,,82,68,45.0,77.21,0.56,56.04,Water,Kanto
