trainer_id,battle_round,opponent,opponent_type,team_level,strategy_score,type_coverage,fatigue,morale,pokemon_health_entering,item_used,item_type,battle_won,damage_taken,damage_dealt,turns,still_in_tournament
134,3,Agatha,Ghost,55,64.5,4,18.42,100.0,47.9,0,none,1,18.2,53.9,7,1
134,4,Lance,Dragon,55,64.5,4,25.7,100.0,29.7,0,none,1,19.5,37.6,9,1
135,1,Lorelei,Ice,56,38.7,4,0.0,85.29,100.0,0,none,1,16.2,42.8,6,1
135,2,Bruno,Fighting,56,38.7,4,2.45,100.0,83.8,0,none,1,24.7,36.3,5,1
135,3,Agatha,Ghost,56,38.7,4,14.65,100.0,59.1,0,none,0,36.8,45.3,11,1
135,4,Lance,Dragon,56,38.7,4,29.18,79.03,22.3,0,none,0,0.0,0.0,0,0
136,1,Lorelei,Ice,63,76.8,4,0.0,66.14,100.0,0,none,1,20.6,41.9,8,1
136,2,Bruno,Fighting,63,76.8,4,4.35,77.95,79.4,0,none,1,24.2,43.5,5,1
136,3,Agatha,Ghost,63,76.8,4,11.54,91.43,55.2,0,none,1,30.4,51.6,7,1
136,4,Lance,Dragon,63,76.8,4,23.31,99.69,64.8,1,revive,1,42.4,45.7,9,1
137,1,Lorelei,Ice,61,47.5,3,0.0,51.62,100.0,0,none,1,16.6,54.6,7,1
137,2,Bruno,Fighting,61,47.5,3,9.54,68.71,83.4,0,none,1,15.7,36.0,8,1
137,3,Agatha,Ghost,61,47.5,3,23.49,85.68,67.7,0,none,0,21.9,34.8,8,1
137,4,Lance,Dragon,61,47.5,3,37.62,73.25,45.8,0,none,0,0.0,0.0,0,0
138,1,Lorelei,Ice,53,54.3,6,0.0,77.28,100.0,0,none,1,11.7,36.7,5,1
138,2,Bruno,Fighting,53,54.3,6,9.71,92.21,88.3,0,none,1,12.9,40.7,6,1
138,3,Agatha,Ghost,53,54.3,6,19.31,100.0,75.4,0,none,1,12.7,34.5,6,1
138,4,Lance,Dragon,53,54.3,6,28.23,100.0,62.7,0,none,1,27.7,37.2,10,1
139,1,Lorelei,Ice,50,49.4,6,0.0,81.22,100.0,0,none,1,10.7,29.3,4,1
139,2,Bruno,Fighting,50,49.4,6,15.52,90.95,89.3,0,none,1,24.4,44.7,5,1
139,3,Agatha,Ghost,50,49.4,6,19.05,100.0,64.9,0,none,1,20.7,34.0,10,1
139,4,Lance,Dragon,50,49.4,6,29.88,100.0,44.2,0,none,0,49.5,50.8,10,1
140,1,Lorelei,Ice,51,66.9,6,0.0,51.61,100.0,0,none,1,11.8,51.5,3,1
140,2,Bruno,Fighting,51,66.9,6,10.18,71.52,88.2,0,none,1,24.6,52.3,5,1
140,3,Agatha,Ghost,51,66.9,6,17.76,94.67,63.6,0,none,1,31.7,57.7,10,1
140,4,Lance,Dragon,51,66.9,6,29.91,100.0,31.9,0,none,1,29.7,44.0,7,1
141,1,Lorelei,Ice,44,81.3,4,0.0,69.77,100.0,0,none,1,12.7,44.1,8,1
141,2,Bruno,Fighting,44,81.3,4,6.74,74.53,87.3,0,none,1,5.5,38.7,7,1
141,3,Agatha,Ghost,44,81.3,4,21.42,90.32,81.8,0,none,0,35.4,55.3,5,1
141,4,Lance,Dragon,44,81.3,4,34.7,72.06,46.4,0,none,0,0.0,0.0,0,0
142,1,Lorelei,Ice,48,72.6,3,0.0,66.88,100.0,0,none,1,22.0,38.8,4,1
142,2,Bruno,Fighting,48,72.6,3,15.02,80.18,78.0,0,none,1,18.7,44.7,4,1
142,3,Agatha,Ghost,48,72.6,3,27.6,94.33,59.3,0,none,1,18.8,24.8,5,1
142,4,Lance,Dragon,48,72.6,3,38.93,100.0,70.5,1,potion,1,33.1,44.0,2,1
143,1,Lorelei,Ice,56,67.9,1,0.0,81.45,100.0,0,none,1,2.1,31.8,12,1
143,2,Bruno,Fighting,56,67.9,1,10.02,93.72,97.9,0,none,1,8.5,26.8,5,1
143,3,Agatha,Ghost,56,67.9,1,23.69,100.0,89.4,0,none,1,38.1,51.3,3,1
143,4,Lance,Dragon,56,67.9,1,27.41,100.0,51.3,0,none,0,16.8,47.5,9,1
144,1,Lorelei,Ice,54,52.9,1,0.0,78.98,100.0,0,none,1,22.8,44.1,5,1
144,2,Bruno,Fighting,54,52.9,1,8.8,98.47,77.2,0,none,1,21.0,38.0,5,1
144,3,Agatha,Ghost,54,52.9,1,13.45,100.0,56.2,0,none,1,41.8,29.9,8,1
144,4,Lance,Dragon,54,52.9,1,25.81,100.0,14.4,0,none,1,37.8,29.6,8,1
145,1,Lorelei,Ice,63,54.1,6,0.0,50.58,100.0,0,none,1,28.2,26.7,5,1
145,2,Bruno,Fighting,63,54.1,6,8.6,51.99,71.8,0,none,1,34.5,32.3,7,1
145,3,Agatha,Ghost,63,54.1,6,17.6,65.52,37.3,0,none,1,22.8,41.3,8,1
145,4,Lance,Dragon,63,54.1,6,25.35,77.0,74.5,1,full_restore,1,40.7,50.7,5,1
146,1,Lorelei,Ice,52,62.5,1,0.0,80.57,100.0,0,none,1,19.4,30.9,9,1
146,2,Bruno,Fighting,52,62.5,1,9.1,95.83,80.6,0,none,1,0.0,30.6,3,1
146,3,Agatha,Ghost,52,62.5,1,12.19,100.0,80.6,0,none,1,14.1,68.6,2,1
146,4,Lance,Dragon,52,62.5,1,24.06,100.0,66.5,0,none,1,16.8,31.4,6,1
147,1,Lorelei,Ice,54,64.5,3,0.0,78.01,100.0,0,none,1,0.0,58.0,6,1
147,2,Bruno,Fighting,54,64.5,3,12.74,93.52,100.0,0,none,1,19.0,39.6,3,1
147,3,Agatha,Ghost,54,64.5,3,21.78,100.0,81.0,0,none,1,30.7,46.3,9,1
147,4,Lance,Dragon,54,64.5,3,32.58,100.0,50.3,0,none,1,39.2,46.0,6,1
148,1,Lorelei,Ice,51,20.0,6,0.0,68.65,100.0,0,none,0,17.7,48.0,3,1
148,2,Bruno,Fighting,51,20.0,6,8.86,51.05,82.3,0,none,0,0.0,0.0,0,0
148,3,Agatha,Ghost,51,20.0,6,8.86,51.05,82.3,0,none,0,0.0,0.0,0,0
148,4,Lance,Dragon,51,20.0,6,8.86,51.05,82.3,0,none,0,0.0,0.0,0,0
149,1,Lorelei,Ice,73,42.7,6,0.0,77.13,100.0,0,none,1,24.4,55.2,7,1
149,2,Bruno,Fighting,73,42.7,6,13.23,82.95,75.6,0,none,1,18.5,53.0,8,1
149,3,Agatha,Ghost,73,42.7,6,22.02,94.25,57.1,0,none,1,28.5,35.1,6,1
149,4,Lance,Dragon,73,42.7,6,31.54,100.0,68.6,1,revive,1,21.8,59.2,7,1
150,1,Lorelei,Ice,55,84.3,6,0.0,81.73,100.0,0,none,1,25.8,51.0,10,1
150,2,Bruno,Fighting,55,84.3,6,11.17,98.26,74.2,0,none,0,27.6,41.9,5,1
150,3,Agatha,Ghost,55,84.3,6,28.82,74.4,46.6,0,none,0,0.0,0.0,0,0
150,4,Lance,Dragon,55,84.3,6,28.82,74.4,46.6,0,none,0,0.0,0.0,0,0
151,1,Lorelei,Ice,52,42.8,6,0.0,78.89,100.0,0,none,0,23.9,49.3,6,1
151,2,Bruno,Fighting,52,42.8,6,12.81,56.26,76.1,0,none,0,0.0,0.0,0,0
151,3,Agatha,Ghost,52,42.8,6,12.81,56.26,76.1,0,none,0,0.0,0.0,0,0
151,4,Lance,Dragon,52,42.8,6,12.81,56.26,76.1,0,none,0,0.0,0.0,0,0
152,1,Lorelei,Ice,53,54.4,1,0.0,76.45,100.0,0,none,1,15.3,28.2,6,1
152,2,Bruno,Fighting,53,54.4,1,13.55,96.71,84.7,0,none,1,25.6,46.4,5,1
152,3,Agatha,Ghost,53,54.4,1,23.04,100.0,59.1,0,none,1,18.8,51.5,5,1
152,4,Lance,Dragon,53,54.4,1,32.89,100.0,40.3,0,none,0,38.2,33.5,7,1
153,1,Lorelei,Ice,41,65.5,1,0.0,70.19,100.0,0,none,1,15.2,34.5,4,1
153,2,Bruno,Fighting,41,65.5,1,12.13,83.79,84.8,0,none,1,42.2,25.1,11,1
153,3,Agatha,Ghost,41,65.5,1,22.79,93.48,42.6,0,none,0,27.8,37.2,5,1
153,4,Lance,Dragon,41,65.5,1,42.44,64.91,14.8,0,none,0,0.0,0.0,0,0
154,1,Lorelei,Ice,45,48.6,4,0.0,84.52,100.0,0,none,1,2.3,54.1,4,1
154,2,Bruno,Fighting,45,48.6,4,14.25,100.0,97.7,0,none,1,7.2,38.7,1,1
154,3,Agatha,Ghost,45,48.6,4,26.96,100.0,100.0,1,potion,1,36.4,47.3,5,1
154,4,Lance,Dragon,45,48.6,4,40.33,100.0,63.6,0,none,1,20.3,49.8,9,1
155,1,Lorelei,Ice,57,65.7,5,0.0,64.69,100.0,0,none,1,17.8,44.1,6,1
155,2,Bruno,Fighting,57,65.7,5,10.31,77.34,82.2,0,none,1,34.5,52.2,9,1
155,3,Agatha,Ghost,57,65.7,5,19.79,94.56,47.7,0,none,1,35.4,43.3,8,1
155,4,Lance,Dragon,57,65.7,5,31.36,100.0,72.3,1,full_restore,1,29.2,60.5,7,1
156,1,Lorelei,Ice,48,76.8,2,0.0,85.07,100.0,1,full_restore,1,32.9,53.8,9,1
156,2,Bruno,Fighting,48,76.8,2,14.25,99.69,67.1,0,none,1,13.2,34.5,5,1
156,3,Agatha,Ghost,48,76.8,2,27.24,100.0,53.9,0,none,1,39.9,48.2,3,1
156,4,Lance,Dragon,48,76.8,2,37.83,100.0,74.0,1,full_restore,1,17.5,66.0,6,1
157,1,Lorelei,Ice,51,62.3,4,0.0,63.44,100.0,0,none,1,13.3,42.7,2,1
157,2,Bruno,Fighting,51,62.3,4,4.19,75.97,86.7,0,none,1,37.0,41.7,5,1
157,3,Agatha,Ghost,51,62.3,4,17.67,82.64,49.7,0,none,1,31.9,48.5,10,1
157,4,Lance,Dragon,51,62.3,4,26.65,95.32,17.8,0,none,1,17.1,45.2,9,1
158,1,Lorelei,Ice,52,46.4,4,0.0,68.25,100.0,0,none,1,21.0,45.6,6,1
158,2,Bruno,Fighting,52,46.4,4,7.94,91.39,79.0,0,none,1,18.2,30.5,6,1
158,3,Agatha,Ghost,52,46.4,4,14.01,100.0,60.8,0,none,1,16.2,12.1,6,1
158,4,Lance,Dragon,52,46.4,4,30.39,100.0,44.6,0,none,1,28.0,49.0,3,1
159,1,Lorelei,Ice,64,67.5,6,0.0,63.97,100.0,0,none,1,26.0,54.2,7,1
159,2,Bruno,Fighting,64,67.5,6,12.65,83.39,74.0,0,none,1,17.3,44.2,2,1
159,3,Agatha,Ghost,64,67.5,6,26.03,94.6,56.7,0,none,1,23.6,52.2,9,1
159,4,Lance,Dragon,64,67.5,6,36.66,100.0,33.1,0,none,1,13.4,47.3,12,1
160,1,Lorelei,Ice,54,70.5,2,0.0,72.34,100.0,0,none,1,0.8,46.9,8,1
160,2,Bruno,Fighting,54,70.5,2,7.41,89.03,99.2,0,none,1,18.2,34.8,7,1
160,3,Agatha,Ghost,54,70.5,2,17.95,100.0,81.0,0,none,1,5.3,37.3,10,1
160,4,Lance,Dragon,54,70.5,2,24.7,100.0,75.7,0,none,1,23.5,28.0,9,1
161,1,Lorelei,Ice,50,66.5,2,0.0,89.94,100.0,0,none,1,27.8,42.9,11,1
161,2,Bruno,Fighting,50,66.5,2,9.91,97.77,72.2,0,none,1,17.4,19.2,5,1
161,3,Agatha,Ghost,50,66.5,2,18.34,100.0,54.8,0,none,0,40.5,51.9,7,1
161,4,Lance,Dragon,50,66.5,2,35.01,88.15,14.3,0,none,0,0.0,0.0,0,0
162,1,Lorelei,Ice,47,51.0,5,0.0,88.44,100.0,0,none,1,24.9,34.5,8,1
162,2,Bruno,Fighting,47,51.0,5,10.14,100.0,75.1,0,none,1,31.2,33.8,3,1
162,3,Agatha,Ghost,47,51.0,5,22.58,100.0,43.9,0,none,1,27.0,28.4,5,1
162,4,Lance,Dragon,47,51.0,5,33.77,100.0,16.9,0,none,0,25.7,42.7,4,1
163,1,Lorelei,Ice,48,45.1,2,0.0,67.69,100.0,0,none,1,2.5,27.1,10,1
163,2,Bruno,Fighting,48,45.1,2,12.57,88.04,97.5,0,none,1,4.9,42.7,5,1
163,3,Agatha,Ghost,48,45.1,2,21.15,95.32,92.6,0,none,1,38.2,34.9,5,1
163,4,Lance,Dragon,48,45.1,2,26.36,100.0,54.4,0,none,1,41.9,59.0,5,1
164,1,Lorelei,Ice,65,55.2,1,0.0,78.7,100.0,0,none,1,25.3,61.9,4,1
164,2,Bruno,Fighting,65,55.2,1,10.46,94.18,74.7,0,none,1,24.4,44.0,3,1
164,3,Agatha,Ghost,65,55.2,1,20.93,100.0,50.3,0,none,1,29.2,33.0,6,1
164,4,Lance,Dragon,65,55.2,1,30.47,100.0,21.1,0,none,1,24.5,48.9,15,1
165,1,Lorelei,Ice,51,74.7,6,0.0,77.85,100.0,0,none,1,8.2,35.9,2,1
165,2,Bruno,Fighting,51,74.7,6,12.11,94.42,91.8,0,none,1,15.3,50.4,2,1
165,3,Agatha,Ghost,51,74.7,6,17.11,100.0,100.0,1,revive,1,35.7,49.6,4,1
165,4,Lance,Dragon,51,74.7,6,28.91,100.0,64.3,0,none,1,21.8,38.2,4,1
166,1,Lorelei,Ice,66,57.8,1,0.0,71.45,100.0,0,none,1,11.9,41.4,11,1
166,2,Bruno,Fighting,66,57.8,1,10.46,94.94,88.1,0,none,1,15.5,44.4,4,1
166,3,Agatha,Ghost,66,57.8,1,22.65,100.0,72.6,0,none,0,31.3,12.8,6,1
166,4,Lance,Dragon,66,57.8,1,36.95,69.95,41.3,0,none,0,0.0,0.0,0,0
167,1,Lorelei,Ice,56,55.6,3,0.0,53.53,100.0,0,none,1,10.2,35.7,1,1
167,2,Bruno,Fighting,56,55.6,3,9.69,73.55,89.8,0,none,1,19.3,60.7,8,1
167,3,Agatha,Ghost,56,55.6,3,20.98,79.12,70.5,0,none,1,30.2,46.8,9,1
167,4,Lance,Dragon,56,55.6,3,30.09,90.91,40.3,0,none,0,36.9,53.6,9,1
168,1,Lorelei,Ice,52,77.9,4,0.0,62.11,100.0,0,none,1,19.2,57.5,8,1
168,2,Bruno,Fighting,52,77.9,4,11.53,72.06,80.8,0,none,1,23.3,49.8,9,1
168,3,Agatha,Ghost,52,77.9,4,16.44,85.06,57.5,0,none,1,26.5,75.7,11,1
168,4,Lance,Dragon,52,77.9,4,26.5,100.0,31.0,0,none,1,21.3,39.2,7,1
169,1,Lorelei,Ice,66,53.0,4,0.0,45.28,100.0,0,none,1,10.6,43.8,6,1
169,2,Bruno,Fighting,66,53.0,4,13.22,64.26,89.4,0,none,1,31.2,34.4,7,1
169,3,Agatha,Ghost,66,53.0,4,18.9,75.67,58.2,0,none,1,13.5,42.1,5,1
169,4,Lance,Dragon,66,53.0,4,25.09,84.75,44.7,0,none,1,51.1,44.4,3,1
170,1,Lorelei,Ice,42,66.6,3,0.0,66.83,100.0,0,none,1,0.0,36.8,4,1
170,2,Bruno,Fighting,42,66.6,3,8.64,83.51,100.0,0,none,1,13.8,45.3,11,1
170,3,Agatha,Ghost,42,66.6,3,14.64,99.8,86.2,0,none,1,28.6,51.6,2,1
170,4,Lance,Dragon,42,66.6,3,19.28,100.0,57.6,0,none,0,23.7,30.1,8,1
171,1,Lorelei,Ice,51,61.1,5,0.0,99.19,100.0,0,none,0,30.5,30.8,5,1
171,2,Bruno,Fighting,51,61.1,5,12.86,72.05,69.5,0,none,0,0.0,0.0,0,0
171,3,Agatha,Ghost,51,61.1,5,12.86,72.05,69.5,0,none,0,0.0,0.0,0,0
171,4,Lance,Dragon,51,61.1,5,12.86,72.05,69.5,0,none,0,0.0,0.0,0,0
172,1,Lorelei,Ice,69,64.3,6,0.0,65.97,100.0,0,none,1,35.9,52.9,4,1
172,2,Bruno,Fighting,69,64.3,6,7.29,82.51,64.1,0,none,1,17.9,33.4,5,1
172,3,Agatha,Ghost,69,64.3,6,11.89,96.31,46.2,1,x_attack,1,22.2,29.6,5,1
172,4,Lance,Dragon,69,64.3,6,25.06,100.0,24.0,0,none,1,44.4,27.0,6,1
173,1,Lorelei,Ice,53,90.6,6,0.0,73.86,100.0,0,none,1,20.3,55.4,4,1
173,2,Bruno,Fighting,53,90.6,6,8.33,95.38,79.7,0,none,1,26.6,59.6,8,1
173,3,Agatha,Ghost,53,90.6,6,12.74,100.0,53.1,0,none,1,9.0,32.0,12,1
173,4,Lance,Dragon,53,90.6,6,26.87,100.0,44.1,0,none,0,22.0,45.3,5,1
174,1,Lorelei,Ice,47,97.7,5,0.0,52.89,100.0,0,none,1,23.7,43.8,5,1
174,2,Bruno,Fighting,47,97.7,5,13.15,63.55,76.3,0,none,1,13.3,37.4,6,1
174,3,Agatha,Ghost,47,97.7,5,22.03,80.65,100.0,1,full_restore,1,16.9,41.7,13,1
174,4,Lance,Dragon,47,97.7,5,28.36,96.51,83.1,0,none,1,21.7,52.1,7,1
175,1,Lorelei,Ice,55,39.3,5,0.0,53.34,100.0,0,none,1,28.8,58.8,6,1
175,2,Bruno,Fighting,55,39.3,5,3.53,69.22,71.2,0,none,1,27.1,44.1,6,1
175,3,Agatha,Ghost,55,39.3,5,11.34,80.17,44.1,0,none,1,21.9,56.8,5,1
175,4,Lance,Dragon,55,39.3,5,19.05,93.73,22.2,0,none,1,41.2,45.6,6,1
176,1,Lorelei,Ice,56,80.6,5,0.0,73.98,100.0,0,none,1,20.5,47.2,5,1
176,2,Bruno,Fighting,56,80.6,5,6.98,87.45,79.5,0,none,1,24.5,50.6,7,1
176,3,Agatha,Ghost,56,80.6,5,20.42,100.0,55.0,0,none,1,15.1,39.1,4,1
176,4,Lance,Dragon,56,80.6,5,28.9,100.0,39.9,0,none,1,15.8,44.5,2,1
177,1,Lorelei,Ice,45,82.6,6,0.0,88.61,100.0,0,none,1,27.0,31.1,4,1
177,2,Bruno,Fighting,45,82.6,6,6.03,100.0,73.0,0,none,1,25.9,49.6,5,1
177,3,Agatha,Ghost,45,82.6,6,17.89,100.0,47.1,0,none,1,21.1,34.4,4,1
177,4,Lance,Dragon,45,82.6,6,25.7,100.0,26.0,0,none,1,15.9,29.7,9,1
178,1,Lorelei,Ice,49,42.6,6,0.0,70.44,100.0,0,none,0,2.4,60.9,8,1
178,2,Bruno,Fighting,49,42.6,6,15.41,53.34,97.6,0,none,0,0.0,0.0,0,0
178,3,Agatha,Ghost,49,42.6,6,15.41,53.34,97.6,0,none,0,0.0,0.0,0,0
178,4,Lance,Dragon,49,42.6,6,15.41,53.34,97.6,0,none,0,0.0,0.0,0,0
179,1,Lorelei,Ice,47,34.6,1,0.0,76.27,100.0,0,none,1,26.4,40.9,4,1
179,2,Bruno,Fighting,47,34.6,1,5.41,95.5,73.6,0,none,1,20.5,42.1,5,1
179,3,Agatha,Ghost,47,34.6,1,16.98,100.0,53.1,0,none,0,19.8,25.3,11,1
179,4,Lance,Dragon,47,34.6,1,31.53,76.04,33.3,0,none,0,0.0,0.0,0,0
180,1,Lorelei,Ice,57,57.0,4,0.0,76.92,100.0,0,none,1,17.7,44.2,6,1
180,2,Bruno,Fighting,57,57.0,4,10.97,97.74,82.3,0,none,1,31.7,56.3,5,1
180,3,Agatha,Ghost,57,57.0,4,17.47,100.0,50.6,0,none,1,12.2,60.5,11,1
180,4,Lance,Dragon,57,57.0,4,33.59,100.0,38.4,0,none,1,37.5,41.3,9,1
181,1,Lorelei,Ice,54,57.0,1,0.0,67.45,100.0,0,none,1,13.2,34.3,8,1
181,2,Bruno,Fighting,54,57.0,1,8.69,82.81,86.8,0,none,1,20.7,31.1,7,1
181,3,Agatha,Ghost,54,57.0,1,24.0,94.65,100.0,1,revive,1,10.2,39.2,5,1
181,4,Lance,Dragon,54,57.0,1,35.05,100.0,89.8,0,none,1,19.0,27.0,4,1
182,1,Lorelei,Ice,67,41.6,5,0.0,75.46,100.0,0,none,1,21.1,27.1,7,1
182,2,Bruno,Fighting,67,41.6,5,6.73,90.46,78.9,0,none,1,18.3,57.4,11,1
182,3,Agatha,Ghost,67,41.6,5,17.09,100.0,60.6,0,none,0,14.2,50.7,5,1
182,4,Lance,Dragon,67,41.6,5,29.17,79.9,46.4,0,none,0,0.0,0.0,0,0
183,1,Lorelei,Ice,57,79.5,3,0.0,72.4,100.0,0,none,1,18.7,21.1,9,1
183,2,Bruno,Fighting,57,79.5,3,10.94,91.32,81.3,0,none,1,8.6,41.0,4,1
183,3,Agatha,Ghost,57,79.5,3,19.53,100.0,72.7,0,none,1,17.9,47.8,5,1
183,4,Lance,Dragon,57,79.5,3,26.71,100.0,54.8,0,none,1,27.1,23.3,12,1
184,1,Lorelei,Ice,39,71.4,2,0.0,64.91,100.0,0,none,1,12.7,51.1,4,1
184,2,Bruno,Fighting,39,71.4,2,14.65,83.23,87.3,0,none,1,19.4,39.6,4,1
184,3,Agatha,Ghost,39,71.4,2,23.19,97.75,100.0,1,full_restore,1,24.0,36.5,10,1
184,4,Lance,Dragon,39,71.4,2,30.55,100.0,76.0,0,none,1,35.8,46.1,7,1
185,1,Lorelei,Ice,54,81.2,6,0.0,90.86,100.0,0,none,1,26.1,44.6,8,1
185,2,Bruno,Fighting,54,81.2,6,8.26,100.0,73.9,0,none,1,14.9,43.6,10,1
185,3,Agatha,Ghost,54,81.2,6,11.48,100.0,59.0,0,none,1,30.1,38.7,9,1
185,4,Lance,Dragon,54,81.2,6,19.79,100.0,28.9,0,none,1,38.2,41.1,11,1
186,1,Lorelei,Ice,59,54.5,2,0.0,59.54,100.0,0,none,1,22.9,51.3,6,1
186,2,Bruno,Fighting,59,54.5,2,12.37,71.31,77.1,0,none,0,15.3,51.4,5,1
186,3,Agatha,Ghost,59,54.5,2,26.84,57.39,61.8,0,none,0,0.0,0.0,0,0
186,4,Lance,Dragon,59,54.5,2,26.84,57.39,61.8,0,none,0,0.0,0.0,0,0
187,1,Lorelei,Ice,68,66.2,4,0.0,96.09,100.0,0,none,1,24.5,50.4,9,1
187,2,Bruno,Fighting,68,66.2,4,12.53,100.0,75.5,0,none,0,28.7,38.0,2,1
187,3,Agatha,Ghost,68,66.2,4,31.16,76.24,46.8,0,none,0,0.0,0.0,0,0
187,4,Lance,Dragon,68,66.2,4,31.16,76.24,46.8,0,none,0,0.0,0.0,0,0
188,1,Lorelei,Ice,65,87.6,2,0.0,86.06,100.0,0,none,1,26.0,37.5,4,1
188,2,Bruno,Fighting,65,87.6,2,9.39,100.0,74.0,0,none,1,11.5,31.2,11,1
188,3,Agatha,Ghost,65,87.6,2,15.31,100.0,62.5,0,none,1,26.0,54.6,9,1
188,4,Lance,Dragon,65,87.6,2,28.25,100.0,36.5,0,none,1,44.0,40.4,3,1
189,1,Lorelei,Ice,60,51.5,6,0.0,51.36,100.0,0,none,1,26.2,32.8,6,1
189,2,Bruno,Fighting,60,51.5,6,14.39,73.39,73.8,0,none,1,30.7,26.6,5,1
189,3,Agatha,Ghost,60,51.5,6,25.17,88.6,43.1,0,none,1,11.1,38.2,5,1
189,4,Lance,Dragon,60,51.5,6,38.13,100.0,32.0,0,none,0,30.8,34.7,8,1
190,1,Lorelei,Ice,62,44.5,2,0.0,67.94,100.0,0,none,0,26.5,47.4,7,1
190,2,Bruno,Fighting,62,44.5,2,16.16,43.17,73.5,0,none,0,0.0,0.0,0,0
190,3,Agatha,Ghost,62,44.5,2,16.16,43.17,73.5,0,none,0,0.0,0.0,0,0
190,4,Lance,Dragon,62,44.5,2,16.16,43.17,73.5,0,none,0,0.0,0.0,0,0
191,1,Lorelei,Ice,64,56.6,2,0.0,65.27,100.0,0,none,1,19.8,48.0,4,1
191,2,Bruno,Fighting,64,56.6,2,13.74,80.12,80.2,0,none,1,24.7,32.3,4,1
191,3,Agatha,Ghost,64,56.6,2,27.82,91.12,55.5,0,none,0,26.6,40.1,8,1
191,4,Lance,Dragon,64,56.6,2,45.09,67.79,28.9,0,none,0,0.0,0.0,0,0
192,1,Lorelei,Ice,53,46.6,5,0.0,70.46,100.0,0,none,1,25.8,38.6,7,1
192,2,Bruno,Fighting,53,46.6,5,9.9,86.08,74.2,0,none,1,26.4,43.5,8,1
192,3,Agatha,Ghost,53,46.6,5,21.86,100.0,47.8,0,none,1,36.3,26.4,7,1
192,4,Lance,Dragon,53,46.6,5,35.23,100.0,11.5,0,none,1,46.7,37.1,9,1
193,1,Lorelei,Ice,60,21.6,5,0.0,78.21,100.0,0,none,1,24.8,41.0,10,1
193,2,Bruno,Fighting,60,21.6,5,10.38,98.8,75.2,0,none,1,24.0,32.5,8,1
193,3,Agatha,Ghost,60,21.6,5,20.57,100.0,51.2,0,none,1,29.9,55.6,7,1
193,4,Lance,Dragon,60,21.6,5,28.39,100.0,21.3,0,none,0,41.8,42.6,7,1
194,1,Lorelei,Ice,62,52.6,1,0.0,74.53,100.0,0,none,1,20.3,44.6,6,1
194,2,Bruno,Fighting,62,52.6,1,8.77,87.42,79.7,0,none,1,45.4,52.3,10,1
194,3,Agatha,Ghost,62,52.6,1,20.0,100.0,74.3,1,revive,1,21.8,57.0,7,1
194,4,Lance,Dragon,62,52.6,1,24.11,100.0,52.5,0,none,0,34.3,27.7,3,1
195,1,Lorelei,Ice,63,45.9,3,0.0,73.84,100.0,0,none,1,24.1,36.1,7,1
195,2,Bruno,Fighting,63,45.9,3,8.4,90.93,75.9,0,none,1,27.5,44.4,4,1
195,3,Agatha,Ghost,63,45.9,3,14.19,100.0,48.4,0,none,1,27.2,38.2,6,1
195,4,Lance,Dragon,63,45.9,3,27.67,100.0,21.2,0,none,1,52.2,59.7,5,1
196,1,Lorelei,Ice,69,64.4,5,0.0,64.8,100.0,0,none,1,2.4,43.3,4,1
196,2,Bruno,Fighting,69,64.4,5,17.05,79.93,97.6,0,none,1,24.9,34.0,4,1
196,3,Agatha,Ghost,69,64.4,5,27.48,90.53,72.7,0,none,1,39.7,50.4,8,1
196,4,Lance,Dragon,69,64.4,5,38.85,100.0,63.0,1,potion,1,27.0,53.6,6,1
197,1,Lorelei,Ice,64,48.6,4,0.0,58.64,100.0,0,none,1,26.7,36.3,10,1
197,2,Bruno,Fighting,64,48.6,4,9.01,71.24,73.3,0,none,1,37.2,44.5,4,1
197,3,Agatha,Ghost,64,48.6,4,19.16,87.61,36.1,0,none,1,35.6,53.9,6,1
197,4,Lance,Dragon,64,48.6,4,33.0,100.0,0.5,0,none,1,44.3,41.5,6,1
198,1,Lorelei,Ice,48,86.0,2,0.0,70.28,100.0,0,none,1,15.7,29.3,8,1
198,2,Bruno,Fighting,48,86.0,2,9.06,79.02,84.3,0,none,0,16.2,49.1,9,1
198,3,Agatha,Ghost,48,86.0,2,24.78,52.21,68.1,0,none,0,0.0,0.0,0,0
198,4,Lance,Dragon,48,86.0,2,24.78,52.21,68.1,0,none,0,0.0,0.0,0,0
199,1,Lorelei,Ice,49,64.8,5,0.0,79.77,100.0,0,none,1,10.6,49.7,5,1
199,2,Bruno,Fighting,49,64.8,5,13.44,91.67,89.4,0,none,1,19.6,49.7,7,1
199,3,Agatha,Ghost,49,64.8,5,21.85,100.0,69.8,1,x_attack,1,4.4,62.6,5,1
199,4,Lance,Dragon,49,64.8,5,35.35,100.0,65.4,0,none,1,26.9,48.0,7,1
200,1,Lorelei,Ice,54,61.9,4,0.0,50.95,100.0,0,none,1,23.6,36.4,5,1
200,2,Bruno,Fighting,54,61.9,4,7.95,67.92,76.4,0,none,1,32.9,46.1,3,1
200,3,Agatha,Ghost,54,61.9,4,21.54,79.68,43.5,0,none,1,36.0,46.0,6,1
200,4,Lance,Dragon,54,61.9,4,29.02,93.61,67.5,1,full_restore,1,44.2,30.2,6,1
201,1,Lorelei,Ice,55,69.2,5,0.0,69.98,100.0,0,none,1,41.0,52.6,14,1
201,2,Bruno,Fighting,55,69.2,5,14.43,76.24,59.0,0,none,1,1.3,35.5,6,1
